Date,PG,^GSPC
2013-02-20,77.080002,1511.949951
2013-02-21,77.040001,1502.420044
2013-02-22,76.989998,1515.599976
2013-02-25,75.919998,1487.849976
2013-02-26,76.080002,1496.939941
2013-02-27,76.75,1515.98999
2013-02-28,76.18,1514.680054
2013-03-01,76.489998,1518.199951
2013-03-04,76.68,1525.199951
2013-03-05,77.050003,1539.790039
2013-03-06,77.199997,1541.459961
2013-03-07,76.900002,1544.26001
2013-03-08,77.18,1551.180054
2013-03-11,77.349998,1556.219971
2013-03-12,77.169998,1552.47998
2013-03-13,76.800003,1554.52002
2013-03-14,77.389999,1563.22998
2013-03-15,76.339996,1560.699951
2013-03-18,76.160004,1552.099976
2013-03-19,77.110001,1548.339966
2013-03-20,77.580002,1558.709961
2013-03-21,77.209999,1545.800049
2013-03-22,77.269997,1556.890015
2013-03-25,76.68,1551.689941
2013-03-26,77.400002,1563.77002
2013-03-27,77.059998,1562.849976
2013-03-28,77.059998,1569.189941
2013-04-01,77.699997,1562.170044
2013-04-02,78.959999,1570.25
2013-04-03,78.120003,1553.689941
2013-04-04,78.540001,1559.97998
2013-04-05,78.230003,1553.280029
2013-04-08,78.790001,1563.069946
2013-04-09,78.260002,1568.609985
2013-04-10,79.239998,1587.72998
2013-04-11,79.669998,1593.369995
2013-04-12,80.080002,1588.849976
2013-04-15,79.650002,1552.359985
2013-04-16,80.099998,1574.569946
2013-04-17,79.059998,1552.01001
2013-04-18,79.870003,1541.609985
2013-04-19,81.43,1555.25
2013-04-22,81.400002,1562.5
2013-04-23,82.540001,1578.780029
2013-04-24,77.120003,1578.790039
2013-04-25,76.580002,1585.160034
2013-04-26,77.099998,1582.23999
2013-04-29,77.68,1593.609985
2013-04-30,76.769997,1597.569946
2013-05-01,76.989998,1582.699951
2013-05-02,77.760002,1597.589966
2013-05-03,78.190002,1614.420044
2013-05-06,77.75,1617.5
2013-05-07,77.940002,1625.959961
2013-05-08,78.440002,1632.689941
2013-05-09,78.209999,1626.670044
2013-05-10,78.760002,1633.699951
2013-05-13,78.589996,1633.77002
2013-05-14,79.470001,1650.339966
2013-05-15,80.68,1658.780029
2013-05-16,80.199997,1650.469971
2013-05-17,80.019997,1667.469971
2013-05-20,79.089996,1666.290039
2013-05-21,78.800003,1669.160034
2013-05-22,78.82,1655.349976
2013-05-23,78.699997,1650.51001
2013-05-24,81.879997,1649.599976
2013-05-28,80.860001,1660.060059
2013-05-29,78.900002,1648.359985
2013-05-30,79.089996,1654.410034
2013-05-31,76.760002,1630.73999
2013-06-03,77.660004,1640.420044
2013-06-04,77.370003,1631.380005
2013-06-05,76.660004,1608.900024
2013-06-06,76.82,1622.560059
2013-06-07,77.75,1643.380005
2013-06-10,78.07,1642.810059
2013-06-11,78.120003,1626.130005
2013-06-12,77.599998,1612.52002
2013-06-13,78.43,1636.359985
2013-06-14,78.029999,1626.72998
2013-06-17,78.959999,1639.040039
2013-06-18,79.040001,1651.810059
2013-06-19,77.610001,1628.930054
2013-06-20,75.25,1588.189941
2013-06-21,77.43,1592.430054
2013-06-24,76.580002,1573.089966
2013-06-25,76.690002,1588.030029
2013-06-26,77.400002,1603.26001
2013-06-27,77.669998,1613.199951
2013-06-28,76.989998,1606.280029
2013-07-01,78.019997,1614.959961
2013-07-02,78.440002,1614.079956
2013-07-03,78.57,1615.410034
2013-07-05,78.339996,1631.890015
2013-07-08,78.760002,1640.459961
2013-07-09,79.57,1652.319946
2013-07-10,79.800003,1652.619995
2013-07-11,80.769997,1675.02002
2013-07-12,81.550003,1680.189941
2013-07-15,81.510002,1682.5
2013-07-16,80.970001,1676.26001
2013-07-17,80.089996,1680.910034
2013-07-18,80.300003,1689.369995
2013-07-19,81.370003,1692.089966
2013-07-22,81.220001,1695.530029
2013-07-23,80.949997,1692.390015
2013-07-24,80.269997,1685.939941
2013-07-25,80.410004,1690.25
2013-07-26,80.389999,1691.650024
2013-07-29,80.089996,1685.329956
2013-07-30,80.440002,1685.959961
2013-07-31,80.300003,1685.72998
2013-08-01,81.639999,1706.869995
2013-08-02,81.290001,1709.670044
2013-08-05,81.400002,1707.140015
2013-08-06,81.739998,1697.369995
2013-08-07,81.959999,1690.910034
2013-08-08,82.169998,1697.47998
2013-08-09,81.639999,1691.420044
2013-08-12,81.620003,1689.469971
2013-08-13,81.660004,1694.160034
2013-08-14,81.25,1685.390015
2013-08-15,80.480003,1661.319946
2013-08-16,79.900002,1655.829956
2013-08-19,79.589996,1646.060059
2013-08-20,79.529999,1652.349976
2013-08-21,79.379997,1642.800049
2013-08-22,79.769997,1656.959961
2013-08-23,80.010002,1663.5
2013-08-26,78.540001,1656.780029
2013-08-27,77.970001,1630.47998
2013-08-28,76.849998,1634.959961
2013-08-29,77.309998,1638.170044
2013-08-30,77.889999,1632.969971
2013-09-03,77.75,1639.77002
2013-09-04,77.489998,1653.079956
2013-09-05,77.139999,1655.079956
2013-09-06,77.150002,1655.170044
2013-09-09,78.160004,1671.709961
2013-09-10,77.949997,1683.98999
2013-09-11,78.269997,1689.130005
2013-09-12,78.260002,1683.420044
2013-09-13,79.050003,1687.98999
2013-09-16,80.160004,1697.599976
2013-09-17,79.830002,1704.76001
2013-09-18,80.300003,1725.52002
2013-09-19,80.120003,1722.339966
2013-09-20,79.389999,1709.910034
2013-09-23,79.279999,1701.839966
2013-09-24,78.620003,1697.420044
2013-09-25,77.720001,1692.77002
2013-09-26,78.050003,1698.670044
2013-09-27,77.209999,1691.75
2013-09-30,75.589996,1681.550049
2013-10-01,76.160004,1695.0
2013-10-02,75.93,1693.869995
2013-10-03,75.839996,1678.660034
2013-10-04,76.019997,1690.5
2013-10-07,75.650002,1676.119995
2013-10-08,76.330002,1655.449951
2013-10-09,76.949997,1656.400024
2013-10-10,77.889999,1692.560059
2013-10-11,78.480003,1703.199951
2013-10-14,78.739998,1710.140015
2013-10-15,77.599998,1698.060059
2013-10-16,78.339996,1721.540039
2013-10-17,79.419998,1733.150024
2013-10-18,79.410004,1744.5
2013-10-21,78.970001,1744.660034
2013-10-22,80.379997,1754.670044
2013-10-23,80.910004,1746.380005
2013-10-24,80.610001,1752.069946
2013-10-25,80.0,1759.77002
2013-10-28,81.300003,1762.109985
2013-10-29,82.459999,1771.949951
2013-10-30,81.519997,1763.310059
2013-10-31,80.75,1756.540039
2013-11-01,81.150002,1761.640015
2013-11-04,81.330002,1767.930054
2013-11-05,81.43,1762.969971
2013-11-06,82.809998,1770.48999
2013-11-07,82.32,1747.150024
2013-11-08,82.510002,1770.609985
2013-11-11,82.260002,1771.890015
2013-11-12,82.800003,1767.689941
2013-11-13,83.5,1782.0
2013-11-14,84.32,1790.619995
2013-11-15,84.839996,1798.180054
2013-11-18,84.57,1791.530029
2013-11-19,84.339996,1787.869995
2013-11-20,84.690002,1781.369995
2013-11-21,84.669998,1795.849976
2013-11-22,84.949997,1804.76001
2013-11-25,85.410004,1802.47998
2013-11-26,84.639999,1802.75
2013-11-27,84.279999,1807.22998
2013-11-29,84.220001,1805.810059
2013-12-02,83.339996,1800.900024
2013-12-03,83.830002,1795.150024
2013-12-04,83.349998,1792.810059
2013-12-05,82.690002,1785.030029
2013-12-06,84.519997,1805.089966
2013-12-09,84.779999,1808.369995
2013-12-10,83.650002,1802.619995
2013-12-11,84.019997,1782.219971
2013-12-12,82.300003,1775.5
2013-12-13,82.370003,1775.319946
2013-12-16,81.690002,1786.540039
2013-12-17,80.910004,1781.0
2013-12-18,82.379997,1810.650024
2013-12-19,81.900002,1809.599976
2013-12-20,81.839996,1818.319946
2013-12-23,81.309998,1827.98999
2013-12-24,81.309998,1833.319946
2013-12-26,81.760002,1842.02002
2013-12-27,82.010002,1841.400024
2013-12-30,82.0,1841.069946
2013-12-31,81.410004,1848.359985
2014-01-02,80.540001,1831.97998
2014-01-03,80.449997,1831.369995
2014-01-06,80.639999,1826.77002
2014-01-07,81.419998,1837.880005
2014-01-08,80.239998,1837.48999
2014-01-09,80.419998,1838.130005
2014-01-10,80.300003,1842.369995
2014-01-13,80.010002,1819.199951
2014-01-14,80.870003,1838.880005
2014-01-15,80.790001,1848.380005
2014-01-16,80.559998,1845.890015
2014-01-17,79.879997,1838.699951
2014-01-21,80.18,1843.800049
2014-01-22,79.230003,1844.859985
2014-01-23,78.239998,1828.459961
2014-01-24,79.18,1790.290039
2014-01-27,78.470001,1781.560059
2014-01-28,79.110001,1792.5
2014-01-29,77.639999,1774.199951
2014-01-30,76.870003,1794.189941
2014-01-31,76.620003,1782.589966
2014-02-03,75.699997,1741.890015
2014-02-04,76.089996,1755.199951
2014-02-05,76.449997,1751.640015
2014-02-06,76.900002,1773.430054
2014-02-07,77.309998,1797.02002
2014-02-10,78.029999,1799.839966
2014-02-11,78.839996,1819.75
2014-02-12,77.489998,1819.26001
2014-02-13,77.800003,1829.829956
2014-02-14,79.400002,1838.630005
2014-02-18,77.970001,1840.76001
2014-02-19,78.139999,1828.75
2014-02-20,77.919998,1839.780029
2014-02-21,77.970001,1836.25
2014-02-24,77.860001,1847.609985
2014-02-25,78.120003,1845.119995
2014-02-26,77.860001,1845.160034
2014-02-27,78.190002,1854.290039
2014-02-28,78.660004,1859.449951
2014-03-03,77.480003,1845.72998
2014-03-04,78.449997,1873.910034
2014-03-05,77.82,1873.810059
2014-03-06,78.059998,1877.030029
2014-03-07,78.379997,1878.040039
2014-03-10,78.529999,1877.170044
2014-03-11,78.949997,1867.630005
2014-03-12,79.239998,1868.199951
2014-03-13,79.190002,1846.339966
2014-03-14,78.980003,1841.130005
2014-03-17,79.839996,1858.829956
2014-03-18,79.769997,1872.25
2014-03-19,78.779999,1860.77002
2014-03-20,78.32,1872.01001
2014-03-21,77.879997,1866.52002
2014-03-24,79.300003,1857.439941
2014-03-25,79.809998,1865.619995
2014-03-26,79.5,1852.560059
2014-03-27,79.650002,1849.040039
2014-03-28,79.760002,1857.619995
2014-03-31,80.599998,1872.339966
2014-04-01,80.339996,1885.52002
2014-04-02,80.129997,1890.900024
2014-04-03,80.099998,1888.77002
2014-04-04,79.769997,1865.089966
2014-04-07,80.489998,1845.040039
2014-04-08,81.349998,1851.959961
2014-04-09,81.489998,1872.180054
2014-04-10,81.089996,1833.079956
2014-04-11,80.760002,1815.689941
2014-04-14,80.809998,1830.609985
2014-04-15,80.839996,1842.97998
2014-04-16,81.650002,1862.310059
2014-04-17,81.760002,1864.849976
2014-04-21,81.559998,1871.890015
2014-04-22,81.25,1879.550049
2014-04-23,80.360001,1875.390015
2014-04-24,81.150002,1878.609985
2014-04-25,81.410004,1863.400024
2014-04-28,82.940002,1869.430054
2014-04-29,82.440002,1878.329956
2014-04-30,82.550003,1883.949951
2014-05-01,82.339996,1883.680054
2014-05-02,81.919998,1881.140015
2014-05-05,81.699997,1884.660034
2014-05-06,81.129997,1867.719971
2014-05-07,82.089996,1878.209961
2014-05-08,82.160004,1875.630005
2014-05-09,82.389999,1878.47998
2014-05-12,81.730003,1896.650024
2014-05-13,81.610001,1897.449951
2014-05-14,81.169998,1888.530029
2014-05-15,80.529999,1870.849976
2014-05-16,80.330002,1877.859985
2014-05-19,79.93,1885.079956
2014-05-20,80.230003,1872.829956
2014-05-21,80.489998,1888.030029
2014-05-22,80.650002,1892.48999
2014-05-23,80.519997,1900.530029
2014-05-27,80.080002,1911.910034
2014-05-28,80.099998,1909.780029
2014-05-29,80.400002,1920.030029
2014-05-30,80.790001,1923.569946
2014-06-02,80.360001,1924.969971
2014-06-03,79.93,1924.23999
2014-06-04,79.860001,1927.880005
2014-06-05,80.110001,1940.459961
2014-06-06,80.029999,1949.439941
2014-06-09,80.089996,1951.27002
2014-06-10,80.150002,1950.790039
2014-06-11,80.059998,1943.890015
2014-06-12,79.760002,1930.109985
2014-06-13,79.639999,1936.160034
2014-06-16,79.690002,1937.780029
2014-06-17,79.580002,1941.98999
2014-06-18,79.790001,1956.97998
2014-06-19,80.239998,1959.47998
2014-06-20,79.93,1962.869995
2014-06-23,79.519997,1962.609985
2014-06-24,79.010002,1949.97998
2014-06-25,79.32,1959.530029
2014-06-26,78.620003,1957.219971
2014-06-27,79.019997,1960.959961
2014-06-30,78.589996,1960.22998
2014-07-01,79.279999,1973.319946
2014-07-02,79.559998,1974.619995
2014-07-03,79.980003,1985.439941
2014-07-07,80.190002,1977.650024
2014-07-08,80.559998,1963.709961
2014-07-09,81.669998,1972.829956
2014-07-10,81.610001,1964.680054
2014-07-11,81.160004,1967.569946
2014-07-14,81.32,1977.099976
2014-07-15,81.260002,1973.280029
2014-07-16,80.940002,1981.569946
2014-07-17,80.400002,1958.119995
2014-07-18,80.550003,1978.219971
2014-07-21,80.279999,1973.630005
2014-07-22,80.099998,1983.530029
2014-07-23,79.989998,1987.01001
2014-07-24,80.260002,1987.97998
2014-07-25,79.559998,1978.339966
2014-07-28,79.260002,1978.910034
2014-07-29,78.650002,1969.949951
2014-07-30,78.160004,1970.069946
2014-07-31,77.32,1930.670044
2014-08-01,79.650002,1925.150024
2014-08-04,79.220001,1938.98999
2014-08-05,79.410004,1920.209961
2014-08-06,81.089996,1920.23999
2014-08-07,80.139999,1909.569946
2014-08-08,80.949997,1931.589966
2014-08-11,81.480003,1936.920044
2014-08-12,81.419998,1933.75
2014-08-13,81.480003,1946.719971
2014-08-14,81.949997,1955.180054
2014-08-15,81.779999,1955.060059
2014-08-18,82.440002,1971.73999
2014-08-19,82.690002,1981.599976
2014-08-20,82.809998,1986.51001
2014-08-21,83.279999,1992.369995
2014-08-22,83.389999,1988.400024
2014-08-25,83.540001,1997.920044
2014-08-26,83.379997,2000.02002
2014-08-27,83.309998,2000.119995
2014-08-28,83.029999,1996.73999
2014-08-29,83.110001,2003.369995
2014-09-02,82.980003,2002.280029
2014-09-03,82.900002,2000.719971
2014-09-04,83.699997,1997.650024
2014-09-05,83.769997,2007.709961
2014-09-08,83.32,2001.540039
2014-09-09,82.989998,1988.439941
2014-09-10,83.639999,1995.689941
2014-09-11,83.489998,1997.449951
2014-09-12,83.260002,1985.540039
2014-09-15,83.870003,1984.130005
2014-09-16,84.080002,1998.97998
2014-09-17,84.160004,2001.569946
2014-09-18,84.190002,2011.359985
2014-09-19,84.470001,2010.400024
2014-09-22,84.809998,1994.290039
2014-09-23,84.440002,1982.77002
2014-09-24,85.239998,1998.300049
2014-09-25,84.330002,1965.98999
2014-09-26,84.580002,1982.849976
2014-09-29,84.440002,1977.800049
2014-09-30,83.739998,1972.290039
2014-10-01,83.139999,1946.160034
2014-10-02,83.050003,1946.170044
2014-10-03,83.790001,1967.900024
2014-10-06,83.57,1964.819946
2014-10-07,83.160004,1935.099976
2014-10-08,84.18,1968.890015
2014-10-09,83.660004,1928.209961
2014-10-10,84.690002,1906.130005
2014-10-13,83.370003,1874.73999
2014-10-14,83.550003,1877.699951
2014-10-15,82.949997,1862.48999
2014-10-16,82.239998,1862.76001
2014-10-17,83.269997,1886.76001
2014-10-20,84.18,1904.01001
2014-10-21,84.610001,1941.280029
2014-10-22,84.230003,1927.109985
2014-10-23,83.230003,1950.819946
2014-10-24,85.160004,1964.579956
2014-10-27,85.949997,1961.630005
2014-10-28,86.470001,1985.050049
2014-10-29,86.540001,1982.300049
2014-10-30,86.940002,1994.650024
2014-10-31,87.269997,2018.050049
2014-11-03,87.379997,2017.810059
2014-11-04,88.639999,2012.099976
2014-11-05,89.0,2023.569946
2014-11-06,88.900002,2031.209961
2014-11-07,89.129997,2031.920044
2014-11-10,89.449997,2038.26001
2014-11-11,89.669998,2039.680054
2014-11-12,89.480003,2038.25
2014-11-13,88.599998,2039.329956
2014-11-14,88.110001,2039.819946
2014-11-17,87.839996,2041.319946
2014-11-18,87.949997,2051.800049
2014-11-19,88.730003,2048.719971
2014-11-20,88.470001,2052.75
2014-11-21,88.599998,2063.5
2014-11-24,88.110001,2069.409912
2014-11-25,88.800003,2067.030029
2014-11-26,88.879997,2072.830078
2014-11-28,90.43,2067.560059
2014-12-01,90.080002,2053.439941
2014-12-02,91.07,2066.550049
2014-12-03,90.0,2074.330078
2014-12-04,90.580002,2071.919922
2014-12-05,90.379997,2075.370117
2014-12-08,90.760002,2060.310059
2014-12-09,90.709999,2059.820068
2014-12-10,90.0,2026.140015
2014-12-11,90.410004,2035.329956
2014-12-12,89.550003,2002.329956
2014-12-15,89.199997,1989.630005
2014-12-16,89.360001,1972.73999
2014-12-17,90.699997,2012.890015
2014-12-18,92.0,2061.22998
2014-12-19,92.050003,2070.649902
2014-12-22,92.599998,2078.540039
2014-12-23,93.290001,2082.169922
2014-12-24,93.139999,2081.879883
2014-12-26,93.459999,2088.77002
2014-12-29,92.639999,2090.570068
2014-12-30,92.400002,2080.350098
2014-12-31,91.089996,2058.899902
2015-01-02,90.440002,2058.199951
2015-01-05,90.010002,2020.579956
2015-01-06,89.599998,2002.609985
2015-01-07,90.07,2025.900024
2015-01-08,91.099998,2062.139893
2015-01-09,90.25,2044.810059
2015-01-12,89.919998,2028.26001
2015-01-13,90.300003,2023.030029
2015-01-14,89.989998,2011.27002
2015-01-15,89.860001,1992.670044
2015-01-16,91.25,2019.420044
2015-01-20,91.190002,2022.550049
2015-01-21,90.730003,2032.119995
2015-01-22,91.620003,2063.149902
2015-01-23,90.080002,2051.820068
2015-01-26,89.580002,2057.090088
2015-01-27,86.489998,2029.550049
2015-01-28,85.150002,2002.160034
2015-01-29,85.669998,2021.25
2015-01-30,84.290001,1994.98999
2015-02-02,85.120003,2020.849976
2015-02-03,85.949997,2050.030029
2015-02-04,85.790001,2041.51001
2015-02-05,86.699997,2062.52002
2015-02-06,85.610001,2055.469971
2015-02-09,85.050003,2046.73999
2015-02-10,85.389999,2068.590088
2015-02-11,85.639999,2068.530029
2015-02-12,86.029999,2088.47998
2015-02-13,85.900002,2096.98999
2015-02-17,85.489998,2100.340088
2015-02-18,86.260002,2099.679932
2015-02-19,85.209999,2097.449951
2015-02-20,84.870003,2110.300049
2015-02-23,85.389999,2109.659912
2015-02-24,85.5,2115.47998
2015-02-25,85.459999,2113.860107
2015-02-26,85.169998,2110.73999
2015-02-27,85.129997,2104.5
2015-03-02,85.410004,2117.389893
2015-03-03,85.160004,2107.780029
2015-03-04,84.349998,2098.530029
2015-03-05,84.629997,2101.040039
2015-03-06,82.660004,2071.26001
2015-03-09,83.089996,2079.429932
2015-03-10,81.540001,2044.160034
2015-03-11,81.389999,2040.23999
2015-03-12,82.089996,2065.949951
2015-03-13,81.830002,2053.399902
2015-03-16,83.559998,2081.189941
2015-03-17,82.849998,2074.280029
2015-03-18,83.75,2099.5
2015-03-19,83.379997,2089.27002
2015-03-20,84.739998,2108.100098
2015-03-23,84.860001,2104.419922
2015-03-24,83.919998,2091.5
2015-03-25,83.010002,2061.050049
2015-03-26,82.150002,2056.149902
2015-03-27,82.309998,2061.02002
2015-03-30,82.720001,2086.23999
2015-03-31,81.940002,2067.889893
2015-04-01,82.32,2059.689941
2015-04-02,82.43,2066.959961
2015-04-06,83.040001,2080.620117
2015-04-07,82.389999,2076.330078
2015-04-08,82.769997,2081.899902
2015-04-09,82.889999,2091.179932
2015-04-10,83.349998,2102.060059
2015-04-13,83.43,2092.429932
2015-04-14,83.599998,2095.840088
2015-04-15,83.510002,2106.629883
2015-04-16,83.5,2104.98999
2015-04-17,82.529999,2081.179932
2015-04-20,82.870003,2100.399902
2015-04-21,83.080002,2097.290039
2015-04-22,83.089996,2107.959961
2015-04-23,80.949997,2112.929932
2015-04-24,81.0,2117.689941
2015-04-27,80.599998,2108.919922
2015-04-28,80.419998,2114.76001
2015-04-29,79.849998,2106.850098
2015-04-30,79.510002,2085.51001
2015-05-01,80.290001,2108.290039
2015-05-04,80.349998,2114.48999
2015-05-05,80.07,2089.459961
2015-05-06,80.400002,2080.149902
2015-05-07,80.199997,2088.0
2015-05-08,80.959999,2116.100098
2015-05-11,80.269997,2105.330078
2015-05-12,79.949997,2099.120117
2015-05-13,79.699997,2098.47998
2015-05-14,80.57,2121.100098
2015-05-15,81.050003,2122.72998
2015-05-18,80.739998,2129.199951
2015-05-19,80.830002,2127.830078
2015-05-20,80.480003,2125.850098
2015-05-21,80.410004,2130.820068
2015-05-22,79.949997,2126.060059
2015-05-26,79.139999,2104.199951
2015-05-27,79.389999,2123.47998
2015-05-28,79.330002,2120.790039
2015-05-29,78.389999,2107.389893
2015-06-01,78.849998,2111.72998
2015-06-02,78.540001,2109.600098
2015-06-03,78.559998,2114.070068
2015-06-04,78.150002,2095.840088
2015-06-05,77.43,2092.830078
2015-06-08,77.709999,2079.280029
2015-06-09,78.900002,2080.149902
2015-06-10,79.540001,2105.199951
2015-06-11,79.410004,2108.860107
2015-06-12,78.870003,2094.110107
2015-06-15,78.120003,2084.429932
2015-06-16,79.099998,2096.290039
2015-06-17,80.080002,2100.439941
2015-06-18,80.82,2121.23999
2015-06-19,80.540001,2109.98999
2015-06-22,80.449997,2122.850098
2015-06-23,79.790001,2124.199951
2015-06-24,79.510002,2108.580078
2015-06-25,79.389999,2102.310059
2015-06-26,79.339996,2101.48999
2015-06-29,78.32,2057.639893
2015-06-30,78.239998,2063.110107
2015-07-01,79.720001,2077.419922
2015-07-02,79.93,2076.780029
2015-07-06,80.050003,2068.76001
2015-07-07,81.720001,2081.340088
2015-07-08,80.989998,2046.680054
2015-07-09,80.660004,2051.310059
2015-07-10,80.949997,2076.620117
2015-07-13,81.910004,2099.600098
2015-07-14,82.040001,2108.949951
2015-07-15,82.150002,2107.399902
2015-07-16,82.300003,2124.290039
2015-07-17,82.239998,2126.639893
2015-07-20,82.190002,2128.280029
2015-07-21,81.629997,2119.209961
2015-07-22,80.830002,2114.149902
2015-07-23,80.699997,2102.149902
2015-07-24,80.290001,2079.649902
2015-07-27,79.970001,2067.639893
2015-07-28,80.230003,2093.25
2015-07-29,80.620003,2108.570068
2015-07-30,77.389999,2108.629883
2015-07-31,76.699997,2103.840088
2015-08-03,76.400002,2098.040039
2015-08-04,75.910004,2093.320068
2015-08-05,75.769997,2099.840088
2015-08-06,75.739998,2083.560059
2015-08-07,75.480003,2077.570068
2015-08-10,76.379997,2104.179932
2015-08-11,76.220001,2084.070068
2015-08-12,76.389999,2086.050049
2015-08-13,75.779999,2083.389893
2015-08-14,75.620003,2091.540039
2015-08-17,75.529999,2102.439941
2015-08-18,75.129997,2096.919922
2015-08-19,74.120003,2079.610107
2015-08-20,73.910004,2035.72998
2015-08-21,71.839996,1970.890015
2015-08-24,69.139999,1893.209961
2015-08-25,68.419998,1867.609985
2015-08-26,70.900002,1940.51001
2015-08-27,71.480003,1987.660034
2015-08-28,71.209999,1988.869995
2015-08-31,70.669998,1972.180054
2015-09-01,68.900002,1913.849976
2015-09-02,69.809998,1948.859985
2015-09-03,69.93,1951.130005
2015-09-04,68.760002,1921.219971
2015-09-08,69.980003,1969.410034
2015-09-09,68.480003,1942.040039
2015-09-10,68.32,1952.290039
2015-09-11,68.419998,1961.050049
2015-09-14,68.059998,1953.030029
2015-09-15,69.449997,1978.089966
2015-09-16,70.099998,1995.310059
2015-09-17,70.239998,1990.199951
2015-09-18,69.940002,1958.030029
2015-09-21,70.650002,1966.969971
2015-09-22,70.190002,1942.73999
2015-09-23,70.260002,1938.76001
2015-09-24,71.360001,1932.23999
2015-09-25,72.669998,1931.339966
2015-09-28,71.769997,1881.77002
2015-09-29,72.279999,1884.089966
2015-09-30,71.940002,1920.030029
2015-10-01,71.949997,1923.819946
2015-10-02,72.419998,1951.359985
2015-10-05,73.220001,1987.050049
2015-10-06,73.400002,1979.920044
2015-10-07,73.720001,1995.829956
2015-10-08,74.400002,2013.430054
2015-10-09,74.480003,2014.890015
2015-10-12,74.330002,2017.459961
2015-10-13,74.110001,2003.689941
2015-10-14,74.209999,1994.23999
2015-10-15,74.269997,2023.859985
2015-10-16,74.900002,2033.109985
2015-10-19,75.160004,2033.660034
2015-10-20,74.43,2030.77002
2015-10-21,73.589996,2018.939941
2015-10-22,74.849998,2052.51001
2015-10-23,77.029999,2075.149902
2015-10-26,77.489998,2071.179932
2015-10-27,77.290001,2065.889893
2015-10-28,76.510002,2090.350098
2015-10-29,77.019997,2089.409912
2015-10-30,76.379997,2079.360107
2015-11-02,76.599998,2104.050049
2015-11-03,77.050003,2109.790039
2015-11-04,77.059998,2102.310059
2015-11-05,76.389999,2099.929932
2015-11-06,75.57,2099.199951
2015-11-09,75.400002,2078.580078
2015-11-10,75.769997,2081.719971
2015-11-11,75.959999,2075.0
2015-11-12,74.660004,2045.969971
2015-11-13,73.959999,2023.040039
2015-11-16,75.300003,2053.189941
2015-11-17,75.07,2050.439941
2015-11-18,75.900002,2083.580078
2015-11-19,76.220001,2081.23999
2015-11-20,75.82,2089.169922
2015-11-23,75.970001,2086.590088
2015-11-24,76.449997,2089.139893
2015-11-25,75.900002,2088.870117
2015-11-27,75.699997,2090.110107
2015-11-30,74.839996,2080.409912
2015-12-01,75.940002,2102.629883
2015-12-02,75.790001,2079.51001
2015-12-03,75.739998,2049.620117
2015-12-04,77.830002,2091.689941
2015-12-07,78.370003,2077.070068
2015-12-08,77.75,2063.590088
2015-12-09,77.699997,2047.619995
2015-12-10,77.790001,2052.22998
2015-12-11,77.779999,2012.369995
2015-12-14,78.290001,2021.939941
2015-12-15,79.68,2043.410034
2015-12-16,80.989998,2073.070068
2015-12-17,80.290001,2041.890015
2015-12-18,78.129997,2005.550049
2015-12-21,78.949997,2021.150024
2015-12-22,79.599998,2038.969971
2015-12-23,79.919998,2064.290039
2015-12-24,79.790001,2060.98999
2015-12-28,79.919998,2056.5
2015-12-29,80.360001,2078.360107
2015-12-30,80.07,2063.360107
2015-12-31,79.410004,2043.939941
2016-01-04,78.370003,2012.660034
2016-01-05,78.620003,2016.709961
2016-01-06,77.860001,1990.26001
2016-01-07,77.18,1943.089966
2016-01-08,75.970001,1922.030029
2016-01-11,76.669998,1923.670044
2016-01-12,76.510002,1938.680054
2016-01-13,75.849998,1890.280029
2016-01-14,76.150002,1921.839966
2016-01-15,74.980003,1880.329956
2016-01-19,76.730003,1881.329956
2016-01-20,75.830002,1859.329956
2016-01-21,76.720001,1868.98999
2016-01-22,77.360001,1906.900024
2016-01-25,76.849998,1877.079956
2016-01-26,78.809998,1903.630005
2016-01-27,78.800003,1882.949951
2016-01-28,79.82,1893.359985
2016-01-29,81.690002,1940.23999
2016-02-01,81.120003,1939.380005
2016-02-02,80.220001,1903.030029
2016-02-03,81.099998,1912.530029
2016-02-04,80.699997,1915.449951
2016-02-05,81.199997,1880.050049
2016-02-08,82.620003,1853.439941
2016-02-09,82.639999,1852.209961
2016-02-10,81.620003,1851.859985
2016-02-11,79.900002,1829.079956
2016-02-12,80.989998,1864.780029
2016-02-16,81.470001,1895.579956
2016-02-17,82.449997,1926.819946
2016-02-18,81.980003,1917.829956
2016-02-19,81.790001,1917.780029
2016-02-22,82.129997,1945.5
2016-02-23,81.809998,1921.27002
2016-02-24,81.559998,1929.800049
2016-02-25,82.339996,1951.699951
2016-02-26,81.099998,1948.050049
2016-02-29,80.290001,1932.22998
2016-03-01,81.230003,1978.349976
2016-03-02,82.550003,1986.449951
2016-03-03,82.839996,1993.400024
2016-03-04,83.489998,1999.98999
2016-03-07,83.099998,2001.76001
2016-03-08,83.059998,1979.26001
2016-03-09,82.959999,1989.26001
2016-03-10,82.279999,1989.569946
2016-03-11,81.75,2022.189941
2016-03-14,81.169998,2019.640015
2016-03-15,81.309998,2015.930054
2016-03-16,81.339996,2027.219971
2016-03-17,82.75,2040.589966
2016-03-18,83.150002,2049.580078
2016-03-21,83.32,2051.600098
2016-03-22,82.739998,2049.800049
2016-03-23,82.82,2036.709961
2016-03-24,82.889999,2035.939941
2016-03-28,82.620003,2037.050049
2016-03-29,82.800003,2055.01001
2016-03-30,82.68,2063.949951
