Date,PG,^GSPC,^DJI
2009-05-15,50.669998,882.880005,8268.639648
2009-05-18,52.52,909.710022,8504.080078
2009-05-19,52.950001,908.130005,8474.849609
2009-05-20,54.02,903.469971,8422.040039
2009-05-21,53.02,888.330017,8292.129883
2009-05-22,53.029999,887.0,8277.320313
2009-05-26,53.779999,910.330017,8473.490234
2009-05-27,51.779999,893.059998,8300.019531
2009-05-28,52.59,906.830017,8403.799805
2009-05-29,51.939999,919.140015,8500.330078
2009-06-01,53.360001,942.869995,8721.44043
2009-06-02,53.709999,944.73999,8740.870117
2009-06-03,53.810001,931.76001,8675.240234
2009-06-04,53.349998,942.460022,8750.240234
2009-06-05,53.18,940.090027,8763.129883
2009-06-08,53.139999,939.140015,8764.490234
2009-06-09,52.41,942.429993,8763.05957
2009-06-10,52.080002,939.150024,8739.019531
2009-06-11,52.009998,944.890015,8770.919922
2009-06-12,52.549999,946.210022,8799.259766
2009-06-15,51.330002,923.719971,8612.129883
2009-06-16,50.099998,911.969971,8504.669922
2009-06-17,50.009998,910.710022,8497.179688
2009-06-18,51.169998,918.369995,8555.599609
2009-06-19,50.639999,921.22998,8539.730469
2009-06-22,50.560001,893.039978,8339.009766
2009-06-23,50.549999,895.099976,8322.910156
2009-06-24,50.549999,900.940002,8299.860352
2009-06-25,51.68,920.26001,8472.400391
2009-06-26,51.75,918.900024,8438.389648
2009-06-29,52.23,927.22998,8529.379883
2009-06-30,51.099998,919.320007,8447.0
2009-07-01,52.0,923.330017,8504.05957
2009-07-02,51.110001,896.419983,8280.740234
2009-07-06,52.169998,898.719971,8324.870117
2009-07-07,51.91,881.030029,8163.600098
2009-07-08,52.639999,879.559998,8178.410156
2009-07-09,52.41,882.679993,8183.169922
2009-07-10,52.220001,879.130005,8146.52002
2009-07-13,52.98,901.049988,8331.679688
2009-07-14,53.540001,905.840027,8359.490234
2009-07-15,54.650002,932.679993,8616.209961
2009-07-16,55.209999,940.73999,8711.820313
2009-07-17,55.919998,940.380005,8743.94043
2009-07-20,55.560001,951.130005,8848.150391
2009-07-21,55.490002,954.580017,8915.94043
2009-07-22,54.869999,954.070007,8881.259766
2009-07-23,55.16,976.289978,9069.290039
2009-07-24,55.84,979.26001,9093.240234
2009-07-27,55.779999,982.179993,9108.509766
2009-07-28,55.709999,979.619995,9096.719727
2009-07-29,56.119999,975.150024,9070.719727
2009-07-30,56.23,986.75,9154.459961
2009-07-31,55.509998,987.47998,9171.610352
2009-08-03,55.610001,1002.630005,9286.55957
2009-08-04,55.459999,1005.650024,9320.19043
2009-08-05,53.91,1002.719971,9280.969727
2009-08-06,51.459999,997.080017,9256.259766
2009-08-07,52.029999,1010.47998,9370.070313
2009-08-10,52.169998,1007.099976,9337.950195
2009-08-11,51.93,994.349976,9241.450195
2009-08-12,52.080002,1005.809998,9361.610352
2009-08-13,52.299999,1012.72998,9398.19043
2009-08-14,52.369999,1004.090027,9321.400391
2009-08-17,52.209999,979.72998,9135.339844
2009-08-18,52.450001,989.669983,9217.94043
2009-08-19,52.799999,996.460022,9279.160156
2009-08-20,53.02,1007.369995,9350.049805
2009-08-21,53.580002,1026.130005,9505.959961
2009-08-24,53.34,1025.569946,9509.280273
2009-08-25,53.400002,1028.0,9539.290039
2009-08-26,53.360001,1028.119995,9543.519531
2009-08-27,53.060001,1030.97998,9580.629883
2009-08-28,53.189999,1028.930054,9544.200195
2009-08-31,54.110001,1020.619995,9496.280273
2009-09-01,53.02,998.039978,9310.599609
2009-09-02,52.799999,994.75,9280.669922
2009-09-03,52.869999,1003.23999,9344.610352
2009-09-04,52.860001,1016.400024,9441.269531
2009-09-08,54.200001,1025.390015,9497.339844
2009-09-09,53.759998,1033.369995,9547.219727
2009-09-10,56.040001,1044.140015,9627.480469
2009-09-11,55.639999,1042.72998,9605.410156
2009-09-14,55.299999,1049.339966,9626.799805
2009-09-15,55.029999,1052.630005,9683.410156
2009-09-16,55.310001,1068.76001,9791.709961
2009-09-17,55.529999,1065.48999,9783.919922
2009-09-18,57.32,1068.300049,9820.200195
2009-09-21,57.099998,1064.660034,9778.860352
2009-09-22,57.240002,1071.660034,9829.870117
2009-09-23,57.25,1060.869995,9748.549805
2009-09-24,57.84,1050.780029,9707.44043
2009-09-25,58.009998,1044.380005,9665.19043
2009-09-28,58.16,1062.97998,9789.360352
2009-09-29,57.91,1060.609985,9742.200195
2009-09-30,57.919998,1057.079956,9712.280273
2009-10-01,56.619999,1029.849976,9509.280273
2009-10-02,56.75,1025.209961,9487.669922
2009-10-05,56.68,1040.459961,9599.75
2009-10-06,57.029999,1054.719971,9731.25
2009-10-07,56.950001,1057.579956,9725.580078
2009-10-08,57.650002,1065.47998,9786.870117
2009-10-09,57.560001,1071.48999,9864.94043
2009-10-12,57.5,1076.189941,9885.799805
2009-10-13,57.259998,1073.189941,9871.05957
2009-10-14,57.310001,1092.02002,10015.86035
2009-10-15,57.240002,1096.560059,10062.94043
2009-10-16,57.439999,1087.680054,9995.910156
2009-10-19,57.790001,1097.910034,10092.19043
2009-10-20,58.130001,1091.060059,10041.48047
2009-10-21,57.490002,1081.400024,9949.360352
2009-10-22,58.130001,1092.910034,10081.30957
2009-10-23,57.639999,1079.599976,9972.179688
2009-10-26,56.900002,1066.949951,9867.959961
2009-10-27,57.18,1063.410034,9882.169922
2009-10-28,57.23,1042.630005,9762.69043
2009-10-29,59.540001,1066.109985,9962.580078
2009-10-30,58.0,1036.189941,9712.730469
2009-11-02,58.950001,1042.880005,9789.44043
2009-11-03,58.580002,1045.410034,9771.910156
2009-11-04,59.029999,1046.5,9802.139648
2009-11-05,60.470001,1066.630005,10005.95996
2009-11-06,61.040001,1069.300049,10023.41992
2009-11-09,61.849998,1093.079956,10226.94043
2009-11-10,61.860001,1093.01001,10246.96973
2009-11-11,62.23,1098.51001,10291.25977
2009-11-12,61.299999,1087.23999,10197.46973
2009-11-13,61.610001,1093.47998,10270.46973
2009-11-16,62.27,1109.300049,10406.95996
2009-11-17,62.310001,1110.319946,10437.41992
2009-11-18,62.41,1109.800049,10426.30957
2009-11-19,62.150002,1094.900024,10332.44043
2009-11-20,61.799999,1091.380005,10318.16016
2009-11-23,62.73,1106.23999,10450.9502
2009-11-24,62.799999,1105.650024,10433.70996
2009-11-25,62.869999,1110.630005,10464.40039
2009-11-27,62.48,1091.48999,10309.91992
2009-11-30,62.349998,1095.630005,10344.83984
2009-12-01,62.91,1108.859985,10471.58008
2009-12-02,63.189999,1109.23999,10452.67969
2009-12-03,62.560001,1099.920044,10366.15039
2009-12-04,62.599998,1105.97998,10388.90039
2009-12-07,62.470001,1103.25,10390.11035
2009-12-08,61.869999,1091.939941,10285.96973
2009-12-09,62.240002,1095.949951,10337.04981
2009-12-10,62.240002,1102.349976,10405.83008
2009-12-11,62.34,1106.410034,10471.5
2009-12-14,63.009998,1114.109985,10501.04981
2009-12-15,62.119999,1107.930054,10452.0
2009-12-16,62.16,1109.180054,10441.12012
2009-12-17,61.59,1096.079956,10308.25977
2009-12-18,61.549999,1102.469971,10328.88965
2009-12-21,61.299999,1114.050049,10414.13965
2009-12-22,61.299999,1118.02002,10464.92969
2009-12-23,61.310001,1120.589966,10466.44043
2009-12-24,61.279999,1126.47998,10520.08984
2009-12-28,61.25,1127.780029,10547.08008
2009-12-29,61.580002,1126.199951,10545.41016
2009-12-30,61.369999,1126.420044,10548.50977
2009-12-31,60.630001,1115.099976,10428.04981
2010-01-04,61.119999,1132.98999,10583.95996
2010-01-05,61.139999,1136.52002,10572.01953
2010-01-06,60.849998,1137.140015,10573.67969
2010-01-07,60.52,1141.689941,10606.86035
2010-01-08,60.439999,1144.97998,10618.19043
2010-01-11,60.200001,1146.97998,10663.99023
2010-01-12,60.889999,1136.219971,10627.25977
2010-01-13,61.52,1145.680054,10680.76953
2010-01-14,61.580002,1148.459961,10710.54981
2010-01-15,60.82,1136.030029,10609.65039
2010-01-19,61.720001,1150.22998,10725.42969
2010-01-20,60.450001,1138.040039,10603.15039
2010-01-21,59.84,1116.47998,10389.87988
2010-01-22,60.310001,1091.76001,10172.98047
2010-01-25,60.630001,1096.780029,10196.86035
2010-01-26,60.689999,1092.170044,10194.29004
2010-01-27,60.810001,1097.5,10236.16016
2010-01-28,61.68,1084.530029,10120.45996
2010-01-29,61.549999,1073.869995,10067.33008
2010-02-01,61.990002,1089.189941,10185.53027
2010-02-02,62.900002,1103.319946,10296.84961
2010-02-03,62.650002,1097.280029,10270.54981
2010-02-04,61.400002,1063.109985,10002.17969
2010-02-05,61.299999,1066.189941,10012.23047
2010-02-08,61.009998,1056.73999,9908.389648
2010-02-09,61.759998,1070.52002,10058.63965
2010-02-10,61.669998,1068.130005,10038.37988
2010-02-11,61.959999,1078.469971,10144.19043
2010-02-12,61.759998,1075.51001,10099.13965
2010-02-16,62.830002,1094.869995,10268.80957
2010-02-17,62.849998,1099.51001,10309.24023
2010-02-18,63.389999,1106.75,10392.90039
2010-02-19,63.450001,1109.170044,10402.34961
2010-02-22,63.419998,1108.01001,10383.37988
2010-02-23,63.209999,1094.599976,10282.41016
2010-02-24,63.889999,1105.23999,10374.16016
2010-02-25,63.700001,1102.939941,10321.03027
2010-02-26,63.279999,1104.48999,10325.25977
2010-03-01,63.509998,1115.709961,10403.79004
2010-03-02,63.709999,1118.310059,10405.98047
2010-03-03,63.549999,1118.790039,10396.75977
2010-03-04,63.669998,1122.969971,10444.13965
2010-03-05,63.689999,1138.699951,10566.2002
2010-03-08,63.189999,1138.5,10552.51953
2010-03-09,63.299999,1140.449951,10564.37988
2010-03-10,63.009998,1145.609985,10567.33008
2010-03-11,63.169998,1150.23999,10611.83984
2010-03-12,63.32,1149.98999,10624.69043
2010-03-15,63.700001,1150.51001,10642.15039
2010-03-16,63.529999,1159.459961,10685.98047
2010-03-17,64.010002,1166.209961,10733.66992
2010-03-18,63.73,1165.829956,10779.16992
2010-03-19,63.84,1159.900024,10741.98047
2010-03-22,63.880001,1165.810059,10785.88965
2010-03-23,64.529999,1174.170044,10888.83008
2010-03-24,63.610001,1167.719971,10836.15039
2010-03-25,63.619999,1165.72998,10841.20996
2010-03-26,63.689999,1166.589966,10850.36035
2010-03-29,63.73,1173.219971,10895.86035
2010-03-30,63.66,1173.27002,10907.41992
2010-03-31,63.27,1169.430054,10856.62988
2010-04-01,63.360001,1178.099976,10927.07031
2010-04-05,63.759998,1187.439941,10973.54981
2010-04-06,63.110001,1189.439941,10969.99023
2010-04-07,62.5,1182.449951,10897.51953
2010-04-08,62.560001,1186.439941,10927.07031
2010-04-09,62.73,1194.369995,10997.34961
2010-04-12,62.700001,1196.47998,11005.96973
2010-04-13,63.0,1197.300049,11019.41992
2010-04-14,63.189999,1210.650024,11123.11035
2010-04-15,63.0,1211.670044,11144.57031
2010-04-16,62.849998,1192.130005,11018.66016
2010-04-19,63.220001,1197.52002,11092.04981
2010-04-20,63.189999,1207.170044,11117.05957
2010-04-21,63.630001,1205.939941,11124.91992
2010-04-22,63.59,1208.670044,11134.29004
2010-04-23,63.540001,1217.280029,11204.28027
2010-04-26,63.939999,1212.050049,11205.03027
2010-04-27,63.110001,1183.709961,10991.99023
2010-04-28,63.169998,1191.359985,11045.26953
2010-04-29,62.200001,1206.780029,11167.32031
2010-04-30,62.16,1186.689941,11008.61035
2010-05-03,62.68,1202.26001,11151.83008
2010-05-04,61.709999,1173.599976,10926.76953
2010-05-05,62.16,1165.869995,10866.83008
2010-05-06,60.75,1128.150024,10520.32031
2010-05-07,60.310001,1110.880005,10380.42969
2010-05-10,62.419998,1159.72998,10785.13965
2010-05-11,62.369999,1155.790039,10748.25977
2010-05-12,63.02,1171.670044,10896.91016
2010-05-13,62.75,1157.439941,10782.9502
2010-05-14,62.540001,1135.680054,10620.16016
2010-05-17,63.380001,1136.939941,10625.83008
2010-05-18,63.209999,1120.800049,10510.9502
2010-05-19,63.220001,1115.050049,10444.37012
2010-05-20,61.610001,1071.589966,10068.00977
2010-05-21,61.849998,1087.689941,10193.38965
2010-05-24,61.400002,1073.650024,10066.57031
2010-05-25,61.049999,1074.030029,10043.75
2010-05-26,60.439999,1067.949951,9974.450195
2010-05-27,60.950001,1103.060059,10258.99023
2010-05-28,61.09,1089.410034,10136.62988
2010-06-01,61.16,1070.709961,10024.01953
2010-06-02,61.740002,1098.380005,10249.54004
2010-06-03,61.799999,1102.829956,10255.28027
2010-06-04,60.799999,1064.880005,9931.969727
2010-06-07,60.619999,1050.469971,9816.490234
2010-06-08,62.139999,1062.0,9939.980469
2010-06-09,61.470001,1055.689941,9899.25
2010-06-10,61.91,1086.839966,10172.53027
2010-06-11,61.009998,1091.599976,10211.07031
2010-06-14,61.25,1089.630005,10190.88965
2010-06-15,61.91,1115.22998,10404.76953
2010-06-16,61.189999,1114.609985,10409.45996
2010-06-17,61.759998,1116.040039,10434.16992
2010-06-18,61.299999,1117.51001,10450.63965
2010-06-21,61.099998,1113.199951,10442.41016
2010-06-22,60.720001,1095.310059,10293.51953
2010-06-23,61.380001,1092.040039,10298.44043
2010-06-24,60.869999,1073.689941,10152.79981
2010-06-25,59.790001,1076.76001,10143.80957
2010-06-28,60.619999,1074.569946,10138.51953
2010-06-29,60.32,1041.23999,9870.299805
2010-06-30,59.98,1030.709961,9774.019531
2010-07-01,59.540001,1027.369995,9732.530273
2010-07-02,59.380001,1022.580017,9686.480469
2010-07-06,59.34,1028.060059,9743.620117
2010-07-07,60.82,1060.27002,10018.28027
2010-07-08,61.950001,1070.25,10138.99023
2010-07-09,61.75,1077.959961,10198.03027
2010-07-12,62.09,1078.75,10216.26953
2010-07-13,62.389999,1095.339966,10363.01953
2010-07-14,62.66,1095.170044,10366.71973
2010-07-15,62.73,1096.47998,10359.30957
2010-07-16,61.990002,1064.880005,10097.90039
2010-07-19,61.860001,1071.25,10154.42969
2010-07-20,62.07,1083.47998,10229.95996
2010-07-21,61.110001,1069.589966,10120.53027
2010-07-22,61.369999,1093.670044,10322.29981
2010-07-23,61.91,1102.660034,10424.62012
2010-07-26,62.52,1115.01001,10525.42969
2010-07-27,63.080002,1113.839966,10537.69043
2010-07-28,62.700001,1106.130005,10497.87988
2010-07-29,61.669998,1101.530029,10467.16016
2010-07-30,61.16,1101.599976,10465.94043
2010-08-02,62.060001,1125.859985,10674.37988
2010-08-03,59.939999,1120.459961,10636.37988
2010-08-04,59.549999,1127.23999,10680.42969
2010-08-05,59.860001,1125.810059,10674.98047
2010-08-06,60.02,1121.640015,10653.55957
2010-08-09,60.380001,1127.790039,10698.75
2010-08-10,60.779999,1121.060059,10644.25
2010-08-11,60.27,1089.469971,10378.83008
2010-08-12,59.990002,1083.609985,10319.9502
2010-08-13,59.82,1079.25,10303.15039
2010-08-16,59.77,1079.380005,10302.00977
2010-08-17,60.290001,1092.540039,10405.84961
2010-08-18,60.75,1094.160034,10415.54004
2010-08-19,60.189999,1075.630005,10271.20996
2010-08-20,59.98,1071.689941,10213.62012
2010-08-23,60.029999,1067.359985,10174.41016
2010-08-24,59.66,1051.869995,10040.4502
2010-08-25,59.669998,1055.329956,10060.05957
2010-08-26,59.540001,1047.219971,9985.80957
2010-08-27,59.799999,1064.589966,10150.65039
2010-08-30,59.369999,1048.920044,10009.73047
2010-08-31,59.669998,1049.329956,10014.71973
2010-09-01,59.799999,1080.290039,10269.46973
2010-09-02,60.07,1090.099976,10320.09961
2010-09-03,60.290001,1104.51001,10447.92969
2010-09-07,60.139999,1091.839966,10340.69043
2010-09-08,60.369999,1098.869995,10387.00977
2010-09-09,60.290001,1104.180054,10415.24023
2010-09-10,60.400002,1109.550049,10462.76953
2010-09-13,60.48,1121.900024,10544.12988
2010-09-14,60.639999,1121.099976,10526.49023
2010-09-15,61.110001,1125.069946,10572.73047
2010-09-16,61.110001,1124.660034,10594.83008
2010-09-17,60.970001,1125.589966,10607.84961
2010-09-20,61.43,1142.709961,10753.62012
2010-09-21,61.52,1139.780029,10761.03027
2010-09-22,61.790001,1134.280029,10739.30957
2010-09-23,61.220001,1124.829956,10662.41992
2010-09-24,61.639999,1148.670044,10860.25977
2010-09-27,61.040001,1142.160034,10812.04004
2010-09-28,60.619999,1147.699951,10858.13965
2010-09-29,60.25,1144.72998,10835.28027
2010-09-30,59.970001,1141.199951,10788.04981
2010-10-01,60.16,1146.23999,10829.67969
2010-10-04,59.959999,1137.030029,10751.26953
2010-10-05,60.82,1160.75,10944.71973
2010-10-06,60.869999,1159.969971,10967.65039
2010-10-07,60.799999,1158.060059,10948.58008
2010-10-08,61.860001,1165.150024,11006.48047
2010-10-11,62.139999,1165.319946,11010.33984
2010-10-12,62.02,1169.77002,11020.40039
2010-10-13,62.630001,1178.099976,11096.08008
2010-10-14,62.799999,1173.810059,11094.57031
2010-10-15,62.759998,1176.189941,11062.78027
2010-10-18,63.349998,1184.709961,11143.69043
2010-10-19,63.18,1165.900024,10978.62012
2010-10-20,63.369999,1178.170044,11107.96973
2010-10-21,63.509998,1180.26001,11146.57031
2010-10-22,63.400002,1183.079956,11132.55957
2010-10-25,63.540001,1185.619995,11164.04981
2010-10-26,62.860001,1185.640015,11169.45996
2010-10-27,63.080002,1182.449951,11126.28027
2010-10-28,63.189999,1183.780029,11113.9502
2010-10-29,63.57,1183.26001,11118.49023
2010-11-01,63.619999,1184.380005,11124.62012
2010-11-02,64.019997,1193.569946,11188.71973
2010-11-03,64.309998,1197.959961,11215.12988
2010-11-04,65.0,1221.060059,11434.83984
2010-11-05,65.0,1225.849976,11444.08008
2010-11-08,64.75,1223.25,11406.83984
2010-11-09,64.809998,1213.400024,11346.75
2010-11-10,64.57,1218.709961,11357.04004
2010-11-11,64.360001,1213.540039,11283.09961
2010-11-12,64.330002,1199.209961,11192.58008
2010-11-15,64.290001,1197.75,11201.96973
2010-11-16,63.450001,1178.339966,11023.5
2010-11-17,63.27,1178.589966,11007.87988
2010-11-18,64.019997,1196.689941,11181.23047
2010-11-19,64.050003,1199.72998,11203.54981
2010-11-22,63.560001,1197.839966,11178.58008
2010-11-23,62.610001,1180.72998,11036.37012
2010-11-24,62.599998,1198.349976,11187.28027
2010-11-26,62.130001,1189.400024,11091.87012
2010-11-29,62.130001,1187.76001,11052.49023
2010-11-30,61.07,1180.550049,11006.01953
2010-12-01,62.150002,1206.069946,11255.78027
2010-12-02,62.360001,1221.530029,11362.41016
2010-12-03,62.330002,1224.709961,11382.08984
2010-12-06,62.060001,1223.119995,11362.19043
2010-12-07,62.150002,1223.75,11359.16016
2010-12-08,62.630001,1228.280029,11372.48047
2010-12-09,62.869999,1233.0,11370.05957
2010-12-10,63.200001,1240.400024,11410.32031
2010-12-13,63.189999,1240.459961,11428.55957
2010-12-14,63.549999,1241.589966,11476.54004
2010-12-15,63.639999,1235.22998,11457.46973
2010-12-16,64.5,1242.869995,11499.25
2010-12-17,64.809998,1243.910034,11491.91016
2010-12-20,64.970001,1247.079956,11478.12988
2010-12-21,64.870003,1254.599976,11533.16016
2010-12-22,64.949997,1258.839966,11559.49023
2010-12-23,65.239998,1256.77002,11573.49023
2010-12-27,64.669998,1257.540039,11555.03027
2010-12-28,64.760002,1258.51001,11575.54004
2010-12-29,64.400002,1259.780029,11585.37988
2010-12-30,64.279999,1257.880005,11569.70996
2010-12-31,64.330002,1257.640015,11577.50977
2011-01-03,64.769997,1271.869995,11670.75
2011-01-04,64.949997,1270.199951,11691.17969
2011-01-05,64.800003,1276.560059,11722.88965
2011-01-06,64.690002,1273.849976,11697.30957
2011-01-07,64.5,1271.5,11674.75977
2011-01-10,64.360001,1269.75,11637.4502
2011-01-11,64.040001,1274.47998,11671.87988
2011-01-12,64.970001,1285.959961,11755.44043
2011-01-13,65.480003,1283.76001,11731.90039
2011-01-14,65.529999,1293.23999,11787.37988
2011-01-18,65.5,1295.02002,11837.92969
2011-01-19,65.349998,1281.920044,11825.29004
2011-01-20,65.800003,1280.26001,11822.79981
2011-01-21,65.910004,1283.349976,11871.83984
2011-01-24,66.580002,1290.839966,11980.51953
2011-01-25,66.699997,1291.180054,11977.19043
2011-01-26,66.110001,1296.630005,11985.44043
2011-01-27,64.18,1299.540039,11989.83008
2011-01-28,64.199997,1276.339966,11823.7002
2011-01-31,63.130001,1286.119995,11891.92969
2011-02-01,62.919998,1307.589966,12040.16016
2011-02-02,62.790001,1304.030029,12041.96973
2011-02-03,62.900002,1307.099976,12062.25977
2011-02-04,63.610001,1310.869995,12092.15039
2011-02-07,64.550003,1319.050049,12161.62988
2011-02-08,64.639999,1324.569946,12233.15039
2011-02-09,64.389999,1320.880005,12239.88965
2011-02-10,64.580002,1321.869995,12229.29004
2011-02-11,64.730003,1329.150024,12273.25977
2011-02-14,64.540001,1332.319946,12268.19043
2011-02-15,63.919998,1328.01001,12226.63965
2011-02-16,63.759998,1336.319946,12288.16992
2011-02-17,64.0,1340.430054,12318.13965
2011-02-18,64.300003,1343.01001,12391.25
2011-02-22,64.07,1315.439941,12212.79004
2011-02-23,64.150002,1307.400024,12105.78027
2011-02-24,63.049999,1306.099976,12068.5
2011-02-25,62.84,1319.880005,12130.4502
2011-02-28,63.049999,1327.219971,12226.33984
2011-03-01,62.740002,1306.329956,12058.01953
2011-03-02,62.41,1308.439941,12066.79981
2011-03-03,62.549999,1330.969971,12258.2002
2011-03-04,62.029999,1321.150024,12169.87988
2011-03-07,61.709999,1310.130005,12090.03027
2011-03-08,62.049999,1321.819946,12214.37988
2011-03-09,62.0,1320.02002,12213.08984
2011-03-10,61.490002,1295.109985,11984.61035
2011-03-11,61.490002,1304.280029,12044.40039
2011-03-14,61.349998,1296.390015,11993.16016
2011-03-15,60.66,1281.869995,11855.41992
2011-03-16,59.73,1256.880005,11613.29981
2011-03-17,60.43,1273.719971,11774.58984
2011-03-18,60.599998,1279.209961,11858.51953
2011-03-21,61.299999,1298.380005,12036.53027
2011-03-22,60.93,1293.77002,12018.62988
2011-03-23,60.91,1297.540039,12086.01953
2011-03-24,61.139999,1309.660034,12170.55957
2011-03-25,60.880001,1313.800049,12220.58984
2011-03-28,60.66,1310.189941,12197.87988
2011-03-29,61.279999,1319.439941,12279.00977
2011-03-30,61.970001,1328.26001,12350.61035
2011-03-31,61.599998,1325.829956,12319.73047
2011-04-01,62.080002,1332.410034,12376.71973
2011-04-04,62.259998,1332.869995,12400.03027
2011-04-05,61.669998,1332.630005,12393.90039
2011-04-06,61.759998,1335.540039,12426.75
2011-04-07,62.130001,1333.51001,12409.49023
2011-04-08,61.900002,1328.170044,12380.04981
2011-04-11,62.189999,1324.459961,12381.11035
2011-04-12,62.889999,1314.160034,12263.58008
2011-04-13,62.990002,1314.410034,12270.99023
2011-04-14,63.299999,1314.52002,12285.15039
2011-04-15,64.18,1319.680054,12341.83008
2011-04-18,64.0,1305.140015,12201.58984
2011-04-19,63.860001,1312.619995,12266.75
2011-04-20,63.720001,1330.359985,12453.54004
2011-04-21,63.27,1337.380005,12505.99023
2011-04-25,63.369999,1335.25,12479.87988
2011-04-26,63.830002,1347.23999,12595.37012
2011-04-27,64.019997,1355.660034,12690.95996
2011-04-28,64.5,1360.47998,12763.30957
2011-04-29,64.900002,1363.609985,12810.54004
2011-05-02,65.18,1361.219971,12807.36035
2011-05-03,65.709999,1356.619995,12807.50977
2011-05-04,66.470001,1347.319946,12723.58008
2011-05-05,65.879997,1335.099976,12584.16992
2011-05-06,65.269997,1340.199951,12638.74023
2011-05-09,65.139999,1346.290039,12684.67969
2011-05-10,65.730003,1357.160034,12760.36035
2011-05-11,65.919998,1342.079956,12630.03027
2011-05-12,66.839996,1348.650024,12695.91992
2011-05-13,66.860001,1337.77002,12595.75
2011-05-16,66.940002,1329.469971,12548.37012
2011-05-17,67.419998,1328.97998,12479.58008
2011-05-18,67.379997,1340.680054,12560.17969
2011-05-19,67.459999,1343.599976,12605.32031
2011-05-20,67.360001,1333.27002,12512.04004
2011-05-23,67.050003,1317.369995,12381.25977
2011-05-24,67.010002,1316.280029,12356.20996
2011-05-25,66.379997,1320.469971,12394.66016
2011-05-26,66.190002,1325.689941,12402.75977
2011-05-27,66.199997,1331.099976,12441.58008
2011-05-31,67.0,1345.199951,12569.79004
2011-06-01,66.400002,1314.550049,12290.13965
2011-06-02,66.010002,1312.939941,12248.54981
2011-06-03,65.43,1300.160034,12151.25977
2011-06-06,65.5,1286.170044,12089.95996
2011-06-07,65.059998,1284.939941,12070.80957
2011-06-08,64.849998,1279.560059,12048.94043
2011-06-09,65.010002,1289.0,12124.36035
2011-06-10,64.699997,1270.97998,11951.91016
2011-06-13,64.769997,1271.829956,11952.96973
2011-06-14,64.760002,1287.869995,12076.11035
2011-06-15,63.759998,1265.420044,11897.26953
2011-06-16,64.260002,1267.640015,11961.51953
2011-06-17,64.690002,1271.5,12004.36035
2011-06-20,65.089996,1278.359985,12080.37988
2011-06-21,64.220001,1295.52002,12190.00977
2011-06-22,64.059998,1287.140015,12109.66992
2011-06-23,63.459999,1283.5,12050.0
2011-06-24,62.59,1268.449951,11934.58008
2011-06-27,62.82,1280.099976,12043.55957
2011-06-28,62.720001,1296.670044,12188.69043
2011-06-29,62.549999,1307.410034,12261.41992
2011-06-30,63.57,1320.640015,12414.33984
2011-07-01,64.269997,1339.670044,12582.76953
2011-07-05,64.260002,1337.880005,12569.87012
2011-07-06,64.699997,1339.219971,12626.01953
2011-07-07,64.949997,1353.219971,12719.49023
2011-07-08,64.93,1343.800049,12657.2002
2011-07-11,64.720001,1319.48999,12505.75977
2011-07-12,64.529999,1313.640015,12446.87988
2011-07-13,64.639999,1317.719971,12491.61035
2011-07-14,64.599998,1308.869995,12437.12012
2011-07-15,64.830002,1316.140015,12479.73047
2011-07-18,64.550003,1305.439941,12385.16016
2011-07-19,64.610001,1326.72998,12587.41992
2011-07-20,64.199997,1325.839966,12571.91016
2011-07-21,64.489998,1343.800049,12724.41016
2011-07-22,64.25,1345.02002,12681.16016
2011-07-25,63.310001,1337.430054,12592.79981
2011-07-26,63.09,1331.939941,12501.29981
2011-07-27,62.200001,1304.890015,12302.54981
2011-07-28,61.919998,1300.670044,12240.11035
2011-07-29,61.490002,1292.280029,12143.24023
2011-08-01,61.43,1286.939941,12132.49023
2011-08-02,60.869999,1254.050049,11866.62012
2011-08-03,60.73,1260.339966,11896.44043
2011-08-04,59.580002,1200.069946,11383.67969
2011-08-05,60.59,1199.380005,11444.61035
2011-08-08,59.290001,1119.459961,10809.84961
2011-08-09,60.220001,1172.530029,11239.76953
2011-08-10,58.509998,1120.76001,10719.94043
2011-08-11,60.450001,1172.640015,11143.30957
2011-08-12,61.139999,1178.810059,11269.01953
2011-08-15,61.880001,1204.48999,11482.90039
2011-08-16,61.619999,1192.76001,11405.92969
2011-08-17,61.669998,1193.890015,11410.20996
2011-08-18,60.860001,1140.650024,10990.58008
2011-08-19,60.959999,1123.530029,10817.65039
2011-08-22,61.709999,1123.819946,10854.65039
2011-08-23,63.02,1162.349976,11176.75977
2011-08-24,63.310001,1177.599976,11320.70996
2011-08-25,62.529999,1159.27002,11149.82031
2011-08-26,62.57,1176.800049,11284.54004
2011-08-29,63.09,1210.079956,11539.25
2011-08-30,63.5,1212.920044,11559.9502
2011-08-31,63.68,1218.890015,11613.53027
2011-09-01,63.259998,1204.420044,11493.57031
2011-09-02,62.549999,1173.969971,11240.25977
2011-09-06,62.380001,1165.23999,11139.29981
2011-09-07,62.720001,1198.619995,11414.86035
2011-09-08,62.91,1185.900024,11295.80957
2011-09-09,61.84,1154.22998,10992.12988
2011-09-12,61.830002,1162.27002,11061.12012
2011-09-13,61.939999,1172.869995,11105.84961
2011-09-14,62.34,1188.680054,11246.73047
2011-09-15,62.779999,1209.109985,11433.17969
2011-09-16,64.330002,1216.01001,11509.08984
2011-09-19,63.810001,1204.089966,11401.00977
2011-09-20,64.080002,1202.089966,11408.66016
