Date,PG,MSFT,F,GE
2000-11-22,23.939533,22.664879,15.176063,28.302874
2000-11-24,23.364347,23.225273,15.335392,28.776405
2000-11-27,23.126341,23.47434,15.654043,28.630699
2000-11-28,23.384184,22.249775,15.375222,29.031412
2000-11-29,23.979198,21.606356,15.574387,28.958553
2000-11-30,23.761011,19.05345,14.498913,28.885691
2000-12-01,23.463518,18.804379,15.415052,29.723495
2000-12-04,23.919695,18.742107,15.176063,30.087753
2000-12-05,23.225517,19.883657,15.77354,31.544786
2000-12-06,22.888332,18.825134,15.215896,31.435503
2000-12-07,23.344511,17.642073,15.295556,31.180527
2000-12-08,22.610655,18.07795,15.375222,32.164024
2000-12-11,21.916473,19.281759,15.215896,32.236874
2000-12-12,22.828827,19.385527,15.056567,30.779833
2000-12-13,22.987507,19.01194,15.056567,30.889111
2000-12-14,23.324688,18.430782,14.817573,29.978477
2000-12-15,22.650322,16.334494,14.339587,29.031412
2000-12-18,23.046997,15.877869,14.976898,29.723495
2000-12-19,23.205673,14.881611,15.016731,29.213526
2000-12-20,23.02717,13.781574,14.100594,27.647209
2000-12-21,23.642025,14.425001,15.415052,27.902185
2000-12-22,23.404009,15.421255,14.538745,28.48501
2000-12-26,23.622183,15.566533,15.295556,28.739988
2000-12-27,24.276707,15.421255,15.016731,28.175741
2000-12-28,24.514711,14.798589,15.454885,28.32192
2000-12-29,24.891565,14.404231,14.937068,28.029573
2001-01-02,24.911394,14.404231,15.494719,25.581097
2001-01-03,23.68169,15.919381,16.012533,27.956476
2001-01-04,22.947826,16.085424,17.167669,28.102652
2001-01-05,23.780861,16.313728,16.729515,27.664114
2001-01-08,24.296534,16.251465,16.331194,26.640875
2001-01-09,23.68169,17.206211,16.849014,26.09272
2001-01-10,23.423857,17.559063,16.729515,26.129257
2001-01-11,23.086658,18.264742,17.167669,27.225586
2001-01-12,22.313154,17.766607,16.809177,26.713966
2001-01-16,22.828827,17.455275,17.287169,27.700674
2001-01-17,22.382376,17.579807,17.127842,27.298681
2001-01-18,22.581686,18.430782,17.327003,27.846851
2001-01-19,22.302647,20.25725,16.769344,27.481407
2001-01-22,22.043554,19.966682,17.287169,26.750511
2001-01-23,22.143204,20.111973,17.207499,27.298681
2001-01-24,22.302647,20.900671,17.685486,27.079405
2001-01-25,22.302647,20.527077,17.884649,26.860144
2001-01-26,22.083412,21.253513,18.037645,26.09272
2001-01-29,21.318064,21.419552,18.224463,25.949455
2001-01-30,22.673368,21.045958,18.230907,27.042866
2001-01-31,22.909353,20.278006,18.160046,26.885002
2001-02-01,23.582228,20.713871,18.276005,27.031183
2001-02-02,23.521618,20.19499,18.044096,27.060404
2001-02-05,23.709774,20.568583,18.327538,27.978397
2001-02-06,23.636431,20.776134,18.514359,27.832226
2001-02-07,23.977644,21.481821,17.560942,27.452168
2001-02-08,23.885166,20.672361,18.044096,27.563263
2001-02-09,23.913862,19.634594,17.341917,26.697895
2001-02-12,23.948938,19.510065,17.90881,27.7796
2001-02-13,23.77356,19.323265,17.986107,27.574949
2001-02-14,23.499308,19.385527,17.94746,27.048716
2001-02-15,23.553524,19.530817,18.037645,28.054426
2001-02-16,23.866028,19.032684,17.779963,27.481407
2001-02-20,24.143475,18.555313,17.850828,27.884851
2001-02-21,24.491058,18.679848,17.831503,27.656826
2001-02-22,24.267834,18.327009,17.721985,27.53986
2001-02-23,23.92662,18.845888,18.263121,27.001944
2001-02-26,22.676559,19.779881,18.424171,28.054426
2001-02-27,22.545811,19.717623,18.314655,28.066116
2001-02-28,22.482033,19.593081,17.915247,27.189035
2001-03-01,21.892076,19.712393,18.17293,26.844078
2001-03-02,22.210978,18.825134,18.076305,26.060555
2001-03-05,22.373608,19.074198,18.230907,26.453718
2001-03-06,22.019629,19.738373,18.707619,26.653242
2001-03-07,21.850626,20.153475,18.733389,26.981861
2001-03-08,22.641481,19.676105,19.551523,26.917305
2001-03-09,22.048338,18.825134,19.390471,25.708462
2001-03-12,21.764523,17.247723,19.487104,23.237974
2001-03-13,21.729439,17.994921,19.222984,24.839981
2001-03-14,21.238337,17.932648,18.482145,24.077118
2001-03-15,20.708982,17.828878,18.424171,24.106451
2001-03-16,20.632444,18.11945,18.314655,23.824783
2001-03-19,21.015118,18.036428,19.20365,24.118187
2001-03-20,21.015118,17.496788,18.565893,23.502028
2001-03-21,20.154102,16.625061,18.1987,22.885881
2001-03-22,20.010605,17.932648,17.915247,22.123014
2001-03-23,19.197428,18.783628,17.973228,23.466824
2001-03-26,19.267578,18.617584,18.675406,23.607656
2001-03-27,19.828833,19.344017,18.114956,24.593513
2001-03-28,19.793753,18.451536,17.998997,24.382257
2001-03-29,19.532265,18.389273,18.353306,24.294233
2001-03-30,19.962765,18.160967,18.114956,24.564159
2001-04-02,19.643875,18.534557,18.430607,24.528967
2001-04-03,19.48443,17.725096,17.631798,23.28491
2001-04-04,19.411077,17.247723,18.404839,23.237974
2001-04-05,19.62793,18.845888,18.263121,24.705008
2001-04-06,19.669394,18.65909,17.90881,24.159275
2001-04-09,19.242067,18.978724,18.681852,24.646324
2001-04-10,18.71909,19.818905,18.656082,25.720205
2001-04-11,18.808372,19.938454,18.153605,25.391582
2001-04-12,18.750965,20.64912,18.681852,26.230732
2001-04-16,18.862585,20.187517,18.797806,26.201387
2001-04-17,18.304523,20.416653,18.604546,26.676722
2001-04-18,18.426439,21.728394,19.783432,28.102676
2001-04-19,18.917339,22.595144,19.519306,28.466507
2001-04-20,18.609325,22.913946,19.32605,28.225918
2001-04-23,18.625368,22.664879,19.364706,27.697769
2001-04-24,18.172972,22.432415,19.113468,26.987726
2001-04-25,18.468157,23.143085,18.553009,28.055737
2001-04-26,18.705584,22.957113,18.81069,28.930082
2001-04-27,19.196489,22.289623,19.074818,29.311527
2001-04-30,19.267076,22.498833,19.185446,28.478239
2001-05-01,20.59218,23.302477,18.417505,28.701242
2001-05-02,20.582558,23.166328,19.035769,28.812729
2001-05-03,20.621061,22.757862,18.677828,28.460634
2001-05-04,20.621061,23.495096,18.925131,29.299788
2001-05-07,20.742981,23.704311,18.515129,29.317392
2001-05-08,20.694855,23.930122,18.326397,29.035723
2001-05-09,21.237093,23.378864,18.274332,29.00638
2001-05-10,21.124792,23.246031,18.495607,29.241106
2001-05-11,21.015711,23.046776,18.105127,28.759912
2001-05-14,21.192173,22.820961,18.09211,29.182428
2001-05-15,21.169706,22.671522,18.196241,29.428896
2001-05-16,21.910879,22.967077,18.280842,30.637733
2001-05-17,21.545105,22.638311,17.935926,30.579046
2001-05-18,21.650993,22.611742,17.656076,31.095449
2001-05-21,20.935492,22.8442,17.343693,31.336046
2001-05-22,20.53443,23.348974,16.907665,30.913542
2001-05-23,20.595383,23.14641,16.784014,30.133062
2001-05-24,20.614641,23.817217,16.692904,30.162405
2001-05-25,20.374008,23.548235,16.100676,29.311527
2001-05-29,20.739773,23.35894,16.263371,29.147209
2001-05-30,20.653149,22.977045,16.009569,28.765778
2001-05-31,20.611439,22.973713,15.846872,28.754045
2001-06-01,20.377213,23.35894,16.003054,28.754045
2001-06-04,20.406088,23.505054,16.003054,29.018124
2001-06-05,20.560097,24.109457,15.762262,28.859673
2001-06-06,20.749399,24.029751,15.762262,28.607347
2001-06-07,20.829617,24.468115,15.710203,28.701242
2001-06-08,20.624266,24.305384,15.619091,28.249378
2001-06-11,20.646729,23.950054,16.159245,27.815138
2001-06-12,21.015711,23.936773,16.048615,28.619081
2001-06-13,20.839235,23.475176,15.996551,28.079212
2001-06-14,20.81036,22.880741,15.931469,28.6719
2001-06-15,20.085241,22.588497,15.677661,28.64255
2001-06-18,19.940859,22.209923,16.26988,28.754045
2001-06-19,20.024279,22.356041,16.100676,28.677757
2001-06-20,20.069202,23.0501,16.042103,29.792713
2001-06-21,20.005026,23.192892,16.855598,30.074385
2001-06-22,20.303417,22.857491,16.393534,30.432346
2001-06-25,20.149416,22.864132,16.321949,29.487579
2001-06-26,20.489521,23.292522,16.133215,28.630823
2001-06-27,20.341923,23.624611,15.794803,28.319799
2001-06-28,20.422129,24.155949,16.146235,28.677757
2001-06-29,20.470259,24.242296,15.977025,28.754045
2001-07-02,20.685228,23.445284,16.328455,29.458223
2001-07-03,20.72694,23.402107,16.302422,29.053322
2001-07-05,20.704483,22.751223,16.289412,28.53525
2001-07-06,20.855284,21.937605,15.801307,27.605087
2001-07-09,21.221056,21.814745,15.859882,27.58153
2001-07-10,21.500189,21.412916,16.107191,26.939823
2001-07-11,22.058472,22.083729,16.47814,26.262798
2001-07-12,22.058472,23.77737,16.439089,27.669834
2001-07-13,21.862755,23.691031,16.660362,27.93475
2001-07-16,22.186815,23.637896,16.26988,27.210625
2001-07-17,22.437071,23.85043,16.738451,27.145864
2001-07-18,22.324162,23.435318,16.491154,27.169416
2001-07-19,22.062855,24.099489,16.686386,27.363693
2001-07-20,21.966076,22.973713,16.764486,27.452007
2001-07-23,21.872517,22.279657,16.608294,26.669006
2001-07-24,21.966076,22.023951,16.419563,25.903677
2001-07-25,22.582247,22.409178,16.59528,25.785931
2001-07-26,22.90485,22.113626,16.328455,25.756483
2001-07-27,22.733873,21.741682,16.439089,26.286341
2001-07-30,22.937103,21.851273,16.374008,25.668192
2001-07-31,22.911289,21.980785,16.575756,25.609304
2001-08-01,23.066151,22.073769,16.483562,25.197206
2001-08-02,23.053247,22.399204,16.542831,24.843985
2001-08-03,22.653215,22.213242,16.430876,25.167772
2001-08-06,22.824196,21.960857,16.233313,24.367115
2001-08-07,22.77903,22.033922,16.299164,25.179546
2001-08-08,22.533867,21.53911,16.048918,24.520182
2001-08-09,22.808058,21.588924,16.048918,24.667366
2001-08-10,23.185507,21.758293,16.312338,25.061804
2001-08-13,23.266174,21.861238,15.634027,24.861639
2001-08-14,23.388752,21.482649,15.140117,24.63792
2001-08-15,23.285522,20.987846,14.850347,24.596712
2001-08-16,23.933952,21.459414,15.456221,24.490746
2001-08-17,24.114611,20.549488,14.290588,24.019772
2001-08-20,24.414631,20.821798,13.434464,24.449535
2001-08-21,24.124296,20.184196,13.236903,23.825489
2001-08-22,24.404951,20.144346,13.375196,24.049202
2001-08-23,24.821108,19.632931,13.223728,24.161062
2001-08-24,24.840466,20.605949,13.427876,24.720348
2001-08-27,24.788845,20.692286,13.335681,24.826313
2001-08-28,24.192032,20.170914,13.381777,24.272921
2001-08-29,23.879108,20.008192,13.296169,23.907907
2001-08-30,24.062996,18.908995,13.01299,23.666538
2001-08-31,23.921051,18.945513,13.085435,24.078648
2001-09-04,24.363022,18.630037,13.335681,24.037437
2001-09-05,24.479145,19.17466,13.151288,24.54961
2001-09-06,24.356567,18.603462,12.775911,23.843151
2001-09-07,23.985579,18.397575,12.354436,23.348629
2001-09-10,23.937178,19.121519,12.775911,23.166132
2001-09-17,24.050087,17.570683,10.899037,20.693508
2001-09-18,23.937178,18.038927,11.149287,19.928165
2001-09-19,24.050087,17.889479,10.820014,19.133387
2001-09-20,23.488764,16.856697,10.200973,17.879427
2001-09-21,21.614431,16.508005,10.102192,18.426931
2001-09-24,22.408035,17.271801,10.820014,20.722931
2001-09-25,22.90485,17.036022,10.615863,20.899551
2001-09-26,22.946785,16.693972,10.787085,20.982353
2001-09-27,23.356493,16.591019,10.905623,21.260303
2001-09-28,23.482309,16.992847,11.425881,21.999537
2001-10-01,23.353262,17.198738,11.353437,22.259745
2001-10-02,23.640394,17.617165,11.72223,22.502211
2001-10-03,23.630718,18.673206,11.821006,22.561344
2001-10-04,22.969368,18.742939,11.353437,22.111895
2001-10-05,23.450052,19.168011,11.636619,22.147377
2001-10-08,23.3081,19.274282,11.386369,21.762974
2001-10-09,23.401659,18.118618,11.55759,21.774803
2001-10-10,23.65974,18.434095,11.939551,22.419413
2001-10-11,23.417789,18.703089,11.853939,23.034452
2001-10-12,23.208094,18.723019,11.676128,23.064026
2001-10-15,22.940336,19.28093,11.676128,22.981234
2001-10-16,22.882261,19.410435,11.643203,22.750591
2001-10-17,22.639009,18.606783,11.280996,21.969969
2001-10-18,22.801182,18.845888,11.043919,22.029095
2001-10-19,23.271477,19.227785,10.872697,22.029095
2001-10-22,23.498518,19.978296,10.899037,22.241999
2001-10-23,23.190401,20.067966,11.109775,22.04092
2001-10-24,23.157957,20.363522,10.576347,21.928562
2001-10-25,23.446621,20.775311,10.879284,22.395752
2001-10-26,23.790415,20.65576,10.971478,22.993065
2001-10-29,23.125523,19.805616,10.675128,22.135546
2001-10-30,24.066103,19.553232,10.569765,21.490946
2001-10-31,23.92989,19.310812,10.669477,21.532331
2001-11-01,24.643433,20.536207,10.882205,22.419413
2001-11-02,24.649935,20.390095,10.829021,22.448978
2001-11-05,24.951551,21.011093,10.755897,22.928007
2001-11-06,25.298599,21.512545,10.888847,23.53714
2001-11-07,25.334286,21.336527,10.822375,23.271009
2001-11-08,24.876949,21.392988,11.148106,23.862389
2001-11-09,25.074814,21.655342,10.942029,23.897873
2001-11-12,25.061831,21.847948,10.775838,23.318312
2001-11-13,25.253204,22.548651,10.922088,23.986589
2001-11-14,25.373211,21.901079,10.86226,24.175825
2001-11-15,25.39267,21.957537,11.148106,24.57206
2001-11-16,25.53862,21.834663,11.33424,24.158087
2001-11-19,25.519163,22.097015,11.666624,24.394644
2001-11-20,25.460772,21.718439,11.487139,24.305933
2001-11-21,25.266174,21.270115,11.387421,23.92153
2001-11-23,25.444557,21.48929,11.886,24.258627
2001-11-26,25.347254,21.632095,12.351333,24.436045
2001-11-27,25.013191,21.167171,12.158548,24.288197
2001-11-28,24.649935,20.855011,11.905939,23.271009
2001-11-29,25.116974,21.532463,12.138607,23.495731
2001-11-30,25.123457,21.323254,12.590651,22.768332
2001-12-03,24.747231,21.509214,11.832816,21.833942
2001-12-04,24.760202,21.91769,11.79293,22.088242
2001-12-05,24.876949,22.615067,11.161406,22.206511
2001-12-06,24.552618,22.797718,11.540325,22.324791
2001-12-07,24.465048,22.525408,11.387421,21.969969
2001-12-10,24.883455,22.269701,11.074983,21.762974
2001-12-11,24.876949,22.356041,11.074983,21.757061
2001-12-12,25.93108,22.565252,11.068336,21.910814
2001-12-13,26.239193,22.007345,10.749249,21.910814
2001-12-14,25.914854,22.395885,10.702716,22.265656
2001-12-17,25.882423,22.907305,9.971478,22.650055
2001-12-18,26.39488,23.003599,10.024655,23.489832
2001-12-19,26.420828,23.076675,9.92494,24.11669
2001-12-20,26.268387,22.170071,10.137667,24.152172
2001-12-21,26.154863,22.4291,10.27062,24.453793
2001-12-24,26.03162,22.339436,10.190845,24.359158
2001-12-26,26.109463,22.475588,10.23738,23.980663
2001-12-27,25.995935,22.53204,10.463398,24.325207
2001-12-28,25.788353,22.538687,10.603,24.194523
2001-12-31,25.665104,22.000708,10.450105,23.808401
2002-01-02,25.94729,22.263062,10.782487,24.325207
2002-01-03,25.697552,22.990326,11.121517,24.123238
2002-01-04,25.444557,22.880741,11.261121,24.325207
2002-01-07,25.152658,22.767822,10.968622,23.380701
2002-01-08,25.220768,23.040138,11.008504,23.137157
2002-01-09,25.039143,22.817642,10.842316,22.899555
2002-01-10,24.951551,23.006929,10.164257,22.935196
2002-01-11,25.04237,22.784431,10.303857,22.709465
2002-01-14,25.52564,22.737934,10.204142,22.513433
2002-01-15,25.833771,23.096588,9.998064,22.994595
2002-01-16,25.905474,22.538687,9.944883,22.406513
2002-01-17,25.970654,23.199539,9.772043,23.018347
2002-01-18,26.00976,21.950891,9.639092,22.976774
2002-01-22,25.88266,21.406279,9.592556,22.751043
2002-01-23,25.615425,21.167171,9.665681,22.364931
2002-01-24,25.348183,21.452763,9.605855,22.305531
2002-01-25,25.791407,21.187099,9.712212,22.727293
2002-01-28,25.797916,21.193735,10.080358,22.661942
2002-01-29,25.263449,20.695612,9.986649,21.658041
2002-01-30,25.514387,20.871614,9.95318,21.907536
2002-01-31,26.619183,21.157204,10.240999,22.067917
2002-02-01,26.909225,20.808521,9.973259,21.889709
2002-02-04,26.951576,20.29711,9.792536,20.790775
2002-02-05,26.92552,20.307066,9.397623,21.509539
2002-02-06,26.886406,20.058008,9.437786,21.95505
2002-02-07,26.765837,19.858755,9.725606,22.097616
2002-02-08,26.752796,20.141018,9.625198,22.127316
2002-02-11,26.628939,20.30043,9.571656,22.454035
2002-02-12,27.228598,19.971664,9.598429,22.275829
2002-02-13,27.287262,20.52957,10.0335,22.632246
2002-02-14,27.388292,20.483072,9.839392,22.57284
2002-02-15,27.697887,20.001549,9.785843,22.044157
2002-02-19,27.375256,19.569838,9.558266,21.622406
2002-02-20,27.701155,19.891956,9.705523,22.31741
2002-02-21,27.081953,19.277603,9.819311,22.287706
2002-02-22,27.8967,19.257679,9.75907,22.626297
2002-02-25,28.473526,19.61965,10.194143,23.285664
2002-02-26,28.189999,19.443647,10.408336,23.018347
2002-02-27,27.8641,19.390507,10.240999,23.125772
2002-02-28,27.632713,19.373907,9.959874,22.976574
2002-03-01,28.532181,20.380129,10.468576,23.543535
2002-03-04,28.346426,21.021055,10.82333,23.991133
2002-03-05,27.720707,20.947992,10.535513,24.170172
2002-03-06,27.717442,21.130636,10.943814,24.796801
2002-03-07,27.355705,20.828438,11.318647,24.438734
2002-03-08,27.349192,21.236912,11.251712,24.229849
2002-03-11,27.407846,21.366428,11.512758,24.558086
2002-03-12,27.79241,20.768677,11.385584,24.528248
2002-03-13,27.772848,20.622543,11.452517,23.871769
2002-03-14,27.697887,20.330315,11.318647,24.116453
2002-03-15,28.375757,20.752069,11.332033,23.985157
2002-03-18,28.56805,20.635828,11.425741,23.812096
2002-03-19,29.311081,20.665718,11.49937,23.812096
2002-03-20,29.200277,19.95838,11.044214,23.155621
2002-03-21,29.460993,20.376806,11.178085,22.349947
2002-03-22,29.363222,20.074606,11.158005,22.600595
2002-03-25,29.249165,19.669466,10.743008,22.105261
2002-03-26,29.1514,19.61965,10.769786,22.266396
2002-03-27,29.337149,19.739206,10.776475,22.349947
2002-03-28,29.359957,20.028111,11.037522,22.320114
2002-04-01,29.327381,20.051355,10.528817,22.260427
2002-04-02,29.526173,19.021893,10.287854,22.141071
2002-04-03,29.089468,18.706404,10.080358,21.932188
2002-04-04,29.324112,18.746262,10.133905,22.260427
2002-04-05,29.26545,18.553656,10.073662,22.141071
2002-04-08,29.412109,19.001972,10.113822,21.997843
2002-04-09,29.372995,18.221567,10.060276,21.753159
2002-04-10,30.093222,18.696455,10.441804,22.200747
2002-04-11,29.757563,18.195004,9.973259,20.141809
2002-04-12,29.95962,18.573572,10.267773,20.022451
2002-04-15,29.509878,18.493881,10.080358,19.007902
2002-04-16,29.721714,19.197897,10.615832,19.753889
2002-04-17,29.489357,18.806042,10.830025,20.082127
2002-04-18,28.933014,18.719692,10.622527,20.17165
2002-04-19,29.083548,18.995331,10.950503,20.111979
2002-04-22,29.090101,18.460665,10.743008,19.610653
2002-04-23,29.093363,17.929331,11.010749,19.57485
2002-04-24,29.266817,17.607201,10.856798,19.395811
2002-04-25,29.263544,17.842987,10.923733,19.127254
2002-04-26,29.387911,17.102434,10.910345,18.799021
2002-04-29,29.453363,17.348179,10.615832,18.411102
2002-04-30,29.538431,17.35482,10.709541,18.828857
2002-05-01,30.042421,17.517542,11.005906,18.918385
2002-05-02,30.513676,17.00613,10.844253,18.858698
2002-05-03,30.091515,16.458191,10.837518,18.918385
2002-05-06,30.173321,16.146027,10.729751,18.482721
2002-05-07,29.996609,16.428305,10.534418,18.291748
2002-05-08,30.042421,18.25478,10.776898,19.604694
2002-05-09,30.127504,17.308331,10.736485,18.793047
2002-05-10,30.238783,16.620914,10.662394,18.291748
2002-05-13,30.503862,17.497612,10.904873,18.411102
2002-05-14,30.451488,18.224892,11.10694,18.846769
2002-05-15,30.15696,18.181719,11.207974,18.458849
2002-05-16,30.425308,18.510487,11.167559,19.097422
2002-05-17,30.638025,18.606783,11.26186,19.962772
2002-05-20,30.238783,17.935972,11.268594,19.455488
2002-05-21,29.813347,17.331575,11.841116,19.18693
2002-05-22,30.075159,17.829708,12.251988,19.049669
2002-05-23,29.901705,18.204958,12.177896,19.664366
2002-05-24,29.538431,17.686914,11.948885,19.455488
2002-05-28,28.802107,17.37475,11.84785,19.127254
2002-05-29,28.478117,17.285084,11.942148,18.73934
2002-05-30,29.044273,17.481012,11.84785,18.619984
2002-05-31,29.306087,16.906507,11.888263,18.584171
2002-06-03,29.322573,16.411695,11.659256,17.969471
2002-06-04,29.533649,16.59767,11.396572,17.933659
2002-06-05,29.860159,17.155575,11.416777,17.993349
2002-06-06,29.533649,17.23527,11.282065,17.486076
2002-06-07,29.464386,17.261835,11.147352,18.023188
2002-06-10,29.418228,17.540796,11.30901,17.873989
2002-06-11,29.352251,17.457767,11.329211,17.545752
2002-06-12,30.671469,18.444061,11.234915,18.112709
2002-06-13,30.17017,18.005713,11.100206,17.814308
2002-06-14,30.193249,18.347761,10.702808,17.724791
2002-06-17,30.968285,18.490561,11.019378,18.208189
2002-06-18,30.964979,18.593512,11.396572,18.590149
2002-06-19,31.133173,18.052202,11.100206,18.112709
2002-06-20,30.951796,17.96586,10.595037,17.724791
2002-06-21,30.951796,17.361458,10.453592,17.277195
2002-06-24,30.803392,17.985786,10.675863,17.66511
2002-06-25,29.352251,17.58396,10.810575,17.247353
2002-06-26,30.038242,17.975824,10.60851,17.715776
2002-06-27,30.420813,18.238176,10.621981,17.955986
2002-06-28,29.451208,18.165115,10.776898,17.44553
2002-07-01,29.691959,17.487652,10.453592,17.085205
2002-07-02,29.444603,17.082506,10.615243,16.875025
2002-07-03,29.141176,17.215351,10.30541,16.754921
2002-07-05,29.642488,18.214926,10.568097,17.82987
2002-07-08,29.797491,17.574001,10.204374,17.673733
2002-07-09,28.989485,17.6703,10.177432,16.995131
2002-07-10,29.005968,17.348179,9.42305,16.244463
2002-07-11,28.346365,17.570683,8.877468,16.424623
2002-07-12,27.581247,17.221981,8.493542,17.175291
2002-07-15,27.142597,17.202061,8.621522,16.965103
2002-07-16,26.796314,17.019421,8.419453,16.544722
2002-07-17,26.541073,17.268482,8.432923,16.965103
2002-07-18,26.647139,16.972925,8.628253,16.634813
2002-07-19,24.681509,16.458191,8.345361,15.926175
2002-07-22,25.798567,15.777423,8.264531,15.409717
2002-07-23,26.256001,14.283022,8.150028,14.893259
2002-07-24,27.26368,15.35235,8.513753,15.93218
2002-07-25,28.181858,14.223248,8.459866,16.00425
2002-07-26,27.910049,15.060104,8.486808,16.694862
2002-07-29,28.9111,16.023157,8.843793,18.286285
2002-07-30,28.93099,15.973342,8.890939,18.976892
2002-07-31,29.49781,15.933492,9.142057,19.337219
2002-08-01,29.126564,15.192938,8.857006,18.856791
2002-08-02,29.779562,14.747941,8.449788,17.715776
2002-08-05,29.169647,14.608466,7.981485,16.995131
2002-08-06,29.076843,15.166371,8.252964,17.805853
2002-08-07,29.477921,15.637934,8.334408,18.466436
2002-08-08,30.114344,16.242329,8.090076,19.187078
2002-08-09,30.21048,15.979982,8.035782,19.457327
2002-08-12,30.114344,16.09621,7.900043,19.367241
2002-08-13,29.852478,15.627973,7.7643,18.58655
2002-08-14,30.790564,16.508005,7.703216,19.157051
2002-08-15,30.270145,16.527933,7.879678,19.391266
2002-08-16,30.160755,16.604311,7.730369,18.946863
2002-08-19,30.246944,17.268482,8.232605,19.751581
2002-08-20,29.902197,16.949673,8.083289,19.367241
2002-08-21,30.127615,17.361458,8.144373,19.397266
2002-08-22,30.084522,17.67695,8.259753,19.637487
2002-08-23,29.915466,17.341536,7.99506,19.367241
2002-08-26,29.965185,17.301693,8.198668,19.259151
2002-08-27,29.96851,16.883266,8.069715,19.187078
2002-08-28,29.74309,16.398417,7.893256,18.796734
2002-08-29,29.126564,16.796913,7.893256,18.226221
2002-08-30,29.385105,16.298796,7.988271,18.106119
2002-09-03,28.685699,15.614696,7.424953,17.091211
2002-09-04,29.355282,16.009872,7.499612,17.235344
2002-09-05,29.782877,15.246076,7.255279,16.81497
2002-09-06,29.816023,15.880359,6.922717,16.995131
2002-09-09,30.114344,16.172604,7.329937,17.283388
2002-09-10,30.329809,16.534571,7.397806,17.463549
2002-09-11,30.455788,16.132744,7.574267,17.415501
2002-09-12,30.230375,15.657862,7.391018,16.81497
2002-09-13,30.495546,15.910254,7.228133,16.244463
2002-09-16,30.827024,15.867075,7.255279,16.754921
2002-09-17,30.515425,15.704351,7.105967,16.634813
2002-09-18,30.528696,15.857115,6.963438,16.424623
2002-09-19,30.203856,15.674463,6.698748,15.944195
2002-09-20,30.193909,15.760804,6.630877,16.064306
2002-09-23,30.07789,15.020252,6.556219,15.854115
2002-09-24,29.182903,15.156409,6.339037,15.553845
2002-09-25,29.534273,15.445328,6.766616,16.327911
2002-09-26,30.081207,15.342385,6.861634,15.95902
2002-09-27,29.212755,15.026896,6.535859,14.79792
2002-09-30,29.62709,14.525453,6.651237,14.906777
2002-10-01,30.220427,15.35235,6.719107,15.844121
2002-10-02,30.018225,15.146443,6.33225,14.997483
2002-10-03,29.769627,14.877458,6.21687,14.888644
2002-10-04,29.342009,14.53541,5.877521,14.519742
2002-10-07,29.477921,14.628396,5.768931,13.87873
2002-10-08,29.600565,14.940557,5.259907,14.120619
2002-10-09,29.232641,14.608466,4.852689,13.304218
2002-10-10,29.49781,15.402157,5.158102,13.66707
2002-10-11,29.912161,16.229048,5.646765,14.640689
2002-10-14,30.260197,16.368526,5.382074,14.72536
2002-10-15,29.971809,17.364786,6.020049,15.844121
2002-10-16,30.134981,16.740459,5.606043,15.481277
2002-10-17,30.081701,16.860014,5.762144,16.261387
2002-10-18,30.551218,17.650379,5.606043,16.116262
2002-10-21,30.697733,17.437847,6.481565,16.418621
2002-10-22,30.081701,17.158892,6.379759,16.370245
2002-10-23,30.301474,17.666986,6.223658,16.267439
2002-10-24,29.568911,17.012775,6.013263,15.723168
2002-10-25,29.53561,17.494299,5.918244,15.868304
2002-10-28,28.553301,17.251879,5.958965,15.874355
2002-10-29,29.638838,17.291727,5.667128,15.632462
2002-10-30,29.615522,17.637098,5.783904,15.209147
2002-10-31,29.452358,17.756645,5.81138,15.269619
2002-11-01,29.299194,17.600563,5.790773,15.723168
2002-11-04,28.803049,18.630037,5.880074,16.025543
2002-11-05,29.548933,18.822647,6.113626,16.025543
2002-11-06,29.255905,18.938869,6.422745,16.086012
2002-11-07,29.305849,18.600145,6.044935,15.789698
2002-11-08,29.199306,18.297949,6.003719,15.178911
2002-11-11,28.719809,17.886162,5.838857,14.640689
2002-11-12,28.440086,18.10202,5.928157,14.42299
2002-11-13,28.56996,18.384285,5.852595,14.568123
2002-11-14,28.796389,18.925585,6.044935,14.816067
2002-11-15,29.062786,18.825966,5.941896,14.429035
2002-11-18,28.686497,18.54701,6.044935,14.271802
2002-11-19,29.002838,18.218252,5.873202,14.453226
2002-11-20,29.299194,18.802721,6.134234,14.997483
2002-11-21,28.879633,19.207857,7.089059,16.237198
2002-11-22,28.829685,19.334055,7.013497,15.995303
2002-11-25,28.51668,19.337374,7.473738,16.206966
2002-11-26,28.110443,18.8957,7.43252,15.934828
2002-11-27,28.313572,19.287563,7.576775,16.418621
2002-11-29,28.147072,19.15473,7.817197,16.400478
2002-12-02,27.571005,19.158043,7.865285,16.448854
2002-12-03,28.133749,18.832605,6.841767,16.176733
2002-12-04,28.653208,18.776154,6.972282,16.037636
2002-12-05,28.380165,18.377649,6.882982,15.602226
2002-12-06,28.619909,18.420818,6.786813,15.753408
2002-12-09,28.763088,17.776573,6.491436,15.420806
2002-12-10,29.185968,17.935972,6.608211,15.680845
2002-12-11,29.122719,18.151833,6.64943,15.807831
2002-12-12,29.202621,17.989101,6.766206,15.662694
2002-12-13,29.106064,17.434519,6.663168,15.420806
2002-12-16,29.31918,18.092049,6.828028,15.983213
2002-12-17,29.102737,18.052202,6.786813,15.723168
2002-12-18,29.092743,17.776573,6.670035,15.517563
