Date,BP,F,XOM,LNC,AAPL
2004-08-06,28.89138,10.231007,31.944351,33.582317,1.906842
2004-08-09,29.201586,10.23828,32.255871,33.534885,1.940138
2004-08-10,29.154272,10.412797,32.064713,34.270088,2.018256
2004-08-11,28.940203,10.347352,32.143047,34.119888,1.9856
2004-08-12,28.558723,10.078309,31.737099,33.716728,1.94462
2004-08-13,28.526934,10.03468,31.993496,33.827381,1.974715
2004-08-16,28.897823,10.223737,32.114567,34.214756,1.970873
2004-08-17,28.320297,10.289181,31.594646,34.538876,1.976636
2004-08-18,28.458046,10.398254,31.915134,34.886715,2.032343
2004-08-19,28.309687,10.180109,32.114567,34.949959,1.966391
2004-08-20,28.277899,10.260095,32.228519,35.234554,1.972154
2004-08-23,27.975889,10.209194,32.043346,34.942062,1.990082
2004-08-24,27.684469,10.114665,31.94363,35.123882,2.045789
2004-08-25,27.721563,10.151024,32.185787,35.985584,2.116223
2004-08-26,27.859329,10.158294,32.228519,36.12788,2.219312
2004-08-27,28.426262,10.267368,32.36385,35.938152,2.199464
2004-08-30,28.219616,10.151024,32.143047,35.582401,2.184736
2004-08-31,28.452744,10.260095,32.833923,35.811642,2.208428
2004-09-01,28.86603,10.107396,33.076077,36.009296,2.296151
2004-09-02,29.056774,10.44188,33.460674,36.618011,2.283344
2004-09-03,28.770658,10.33281,33.517673,36.625931,2.25581
2004-09-07,28.744173,10.587314,33.581776,37.479698,2.289747
2004-09-08,28.717678,10.361897,33.524784,36.831448,2.327526
2004-09-09,28.940203,10.303724,33.816803,36.681267,2.285905
2004-09-10,28.982594,10.151024,33.738453,36.863083,2.296791
2004-09-13,29.083271,10.252824,33.831043,37.353222,2.278862
2004-09-14,29.093859,10.165565,33.809673,37.15559,2.272459
2004-09-15,29.056774,10.04195,33.781193,36.791935,2.25389
2004-09-16,29.205126,10.143752,33.866657,37.147686,2.327526
2004-09-17,29.899235,10.340082,34.450687,37.15559,2.37811
2004-09-20,30.047588,10.274642,34.336739,36.870987,2.414607
2004-09-21,30.784073,10.347352,35.248405,37.108154,2.433816
2004-09-22,30.519161,10.180109,34.799694,36.704979,2.364023
2004-09-23,30.264828,10.03468,34.016224,36.760311,2.386434
2004-09-24,30.492657,10.03468,34.06609,36.847267,2.387715
2004-09-27,30.667507,10.100124,34.158661,36.191135,2.403082
2004-09-28,30.990719,10.121938,34.564648,36.285984,2.435738
2004-09-29,30.391991,10.078309,34.294006,36.807743,2.476718
2004-09-30,30.482056,10.216467,34.422199,37.15559,2.481199
2004-10-01,30.83176,10.318267,34.821053,38.286053,2.476077
2004-10-04,30.492657,10.289181,34.842415,37.685238,2.483761
2004-10-05,31.038399,10.296451,35.127308,37.329502,2.520899
2004-10-06,31.552349,10.310998,35.633003,37.552509,2.602219
2004-10-07,31.382803,10.078309,35.426441,37.448978,2.536906
2004-10-08,31.515261,10.143752,35.497673,37.281731,2.50105
2004-10-11,31.478167,10.143752,35.46207,37.1702,2.470955
2004-10-12,31.054296,10.049222,35.16293,36.915352,2.451745
2004-10-13,30.731091,9.954691,34.529034,36.692348,2.545231
2004-10-14,31.038399,9.540216,34.692856,35.959625,2.880113
2004-10-15,31.25563,9.634746,34.913647,35.848122,2.913408
2004-10-18,31.017206,9.736546,34.721348,35.282639,3.057478
2004-10-19,30.943031,9.402059,34.407959,33.490616,3.036348
2004-10-20,31.335106,9.380239,34.806824,33.538422,3.03955
2004-10-21,31.303335,9.496586,34.764065,33.434875,3.069644
2004-10-22,31.245026,9.431144,34.685734,33.219833,3.035708
2004-10-25,31.515261,9.234813,34.764065,33.450813,3.044672
2004-10-26,31.223843,9.343885,35.177158,34.49416,3.071565
2004-10-27,31.070181,9.55476,34.863777,34.685303,3.220757
2004-10-28,30.529753,9.642686,34.621632,34.709202,3.341776
2004-10-29,30.863556,9.547429,35.056091,34.88443,3.355223
2004-11-01,30.953627,9.693975,34.771206,34.223358,3.358424
2004-11-02,30.731091,9.701303,34.493431,34.518047,3.425656
2004-11-03,31.409288,9.708631,35.091702,35.473789,3.541553
2004-11-04,31.843775,10.096978,35.746952,36.174656,3.486487
2004-11-05,31.562954,10.118959,35.889412,36.254303,3.503774
2004-11-08,31.547041,10.089649,35.732712,36.286144,3.482004
2004-11-09,31.566269,10.316795,35.310223,36.373768,3.460873
2004-11-10,31.550251,10.19223,35.568012,36.254303,3.505695
2004-11-11,31.443525,10.441358,35.56086,37.074657,3.540912
2004-11-12,31.977192,10.426704,36.105087,36.724209,3.553719
2004-11-15,31.646311,10.514632,35.503571,37.010918,3.53707
2004-11-16,31.464872,10.412049,35.381824,36.795876,3.517861
2004-11-17,31.859781,10.485322,35.804329,36.987034,3.515299
2004-11-18,31.838436,10.507303,35.840126,36.254303,3.546674
2004-11-19,31.998535,10.368086,36.076424,36.740139,3.532588
2004-11-22,32.014542,10.324123,36.455959,36.764027,3.9283
2004-11-23,32.163975,10.324123,36.663624,36.318012,3.923177
2004-11-24,32.446823,10.316795,36.871292,36.732166,4.101182
2004-11-26,32.905762,10.441358,36.985863,36.771984,4.133199
2004-11-29,32.804356,10.426704,36.785358,37.010918,4.382278
2004-11-30,32.74033,10.390068,36.699425,36.652515,4.293277
2004-12-01,32.510853,10.360759,36.627827,37.671993,4.340658
2004-12-02,31.592951,10.426704,35.926044,37.934811,4.17546
2004-12-03,31.694338,10.485322,35.997665,37.823303,4.013461
2004-12-06,31.966522,10.456017,35.904572,37.321533,4.211956
2004-12-07,31.624966,10.426704,35.589497,36.819786,4.026907
2004-12-08,31.539589,10.412049,35.818634,36.87553,4.051879
2004-12-09,31.571596,10.43403,36.033455,36.437489,4.097341
2004-12-10,31.144674,10.419377,35.911743,36.708275,4.171617
2004-12-13,31.560925,10.426704,36.284096,37.25782,4.156249
2004-12-14,31.512909,10.492649,36.276924,37.974621,4.180582
2004-12-15,31.699688,10.470667,36.16951,37.72773,4.178659
2004-12-16,31.059288,10.419377,35.875931,37.401196,4.264462
2004-12-17,31.144674,10.507303,35.661106,36.827732,4.161372
2004-12-20,31.374149,10.741776,36.563366,36.636593,4.016022
2004-12-21,31.502226,10.778414,37.014507,36.867577,4.078133
2004-12-22,31.368818,10.866339,36.728069,36.851639,4.081973
2004-12-23,31.422174,10.844357,37.215019,37.225964,4.098621
2004-12-27,31.299442,10.800396,36.434486,36.8596,4.044196
2004-12-28,31.395493,10.902976,36.556198,37.146324,4.109506
2004-12-29,31.443525,10.800396,36.613487,37.313572,4.126154
2004-12-30,31.342117,10.844357,36.541897,37.377293,4.149207
2004-12-31,31.166014,10.727123,36.706581,37.178177,4.123594
2005-01-03,30.482924,10.778414,35.868767,36.724209,4.05252
2005-01-04,30.210764,10.741776,35.62529,36.87553,4.094139
2005-01-05,30.258789,10.573248,35.439114,36.795876,4.129996
2005-01-06,30.552303,10.587905,35.890251,37.506374,4.133199
2005-01-07,30.541637,10.73445,35.653931,37.19326,4.434144
2005-01-10,30.514954,10.661177,35.789993,37.329739,4.415576
2005-01-11,30.418884,10.573248,35.696907,37.129032,4.133839
2005-01-12,30.845819,10.492649,36.226814,37.265507,4.191468
2005-01-13,30.845819,10.316795,36.198166,36.75174,4.469361
2005-01-14,30.920527,10.302141,36.57053,36.928345,4.494974
2005-01-18,30.920527,10.316795,36.878448,38.148579,4.523787
2005-01-19,31.011255,10.206887,36.556198,37.578602,4.474483
2005-01-20,30.621677,9.862506,36.319908,36.952431,4.511621
2005-01-21,30.7124,9.60605,36.119396,36.534969,4.513542
2005-01-24,31.11265,9.57674,36.613487,36.486816,4.530829
2005-01-25,31.315453,9.693975,36.756718,36.543003,4.613431
2005-01-26,31.966522,9.856402,37.021675,36.920315,4.626237
2005-01-27,32.126602,9.738275,37.057457,36.350342,4.65121
2005-01-28,31.742373,9.70136,36.713745,35.997108,4.73701
2005-01-31,31.817087,9.723508,36.950047,37.040737,4.923981
2005-02-01,32.292049,9.657062,38.145927,37.337757,4.964322
2005-02-02,32.366756,9.797339,38.618538,37.827469,5.098785
2005-02-03,32.281387,9.679209,39.041042,37.835499,4.98225
2005-02-04,32.489498,9.760426,39.592415,37.723095,5.048202
2005-02-07,32.430794,9.908087,39.671196,37.819447,5.054605
2005-02-08,32.569557,9.716126,40.13892,37.771278,5.180105
2005-02-09,32.54821,9.686595,39.966217,37.466202,5.041799
2005-02-10,33.177933,9.671827,40.541897,39.176151,5.017466
2005-02-11,33.193935,9.642296,40.376385,39.577545,5.199955
2005-02-14,33.220627,9.671827,40.894497,39.224327,5.418941
2005-02-15,33.332703,9.716126,40.959259,39.152088,5.660978
2005-02-16,34.042927,9.782574,42.081825,38.927284,5.771111
2005-02-17,33.892277,9.597995,41.82996,38.397453,5.622559
2005-02-18,34.005272,9.568464,42.751041,38.397453,5.558527
2005-02-22,34.177452,9.420804,41.916306,37.642822,5.461201
2005-02-23,34.381912,9.457719,42.758247,37.795361,5.649451
2005-02-24,34.355011,9.450336,43.988739,37.811432,5.694273
2005-02-25,35.01144,9.597995,45.521488,38.012108,5.698116
2005-02-28,34.930729,9.339588,45.557457,37.610714,5.744858
2005-03-01,34.494896,9.354355,44.686756,38.052242,5.698756
2005-03-02,34.785465,9.206694,45.104118,37.650856,5.650093
2005-03-03,35.205135,9.228845,45.370377,37.530434,5.351707
2005-03-04,35.705536,9.15501,45.74456,38.092403,5.482331
2005-03-07,35.339657,9.243609,45.334396,38.004093,5.474646
2005-03-08,35.646347,9.191928,45.406338,37.779305,5.19035
2005-03-09,34.785465,9.110715,43.744087,37.377895,5.039236
2005-03-10,34.53257,9.132865,43.441864,37.666912,5.100706
2005-03-11,34.688599,9.147628,43.931179,37.55452,5.157053
2005-03-14,34.785465,9.147628,44.096687,37.426075,5.163457
2005-03-15,34.548714,9.029499,43.427467,37.01664,5.245416
2005-03-16,34.634804,8.793242,43.384274,36.727642,5.273589
2005-03-17,34.876915,8.616047,44.247807,36.767784,5.410616
2005-03-18,35.172859,8.409323,45.082535,37.241421,5.50154
2005-03-21,34.876915,8.49792,44.722729,37.080887,5.596306
2005-03-22,34.177452,8.246896,43.823246,36.382446,5.484892
2005-03-23,33.364979,8.114,43.240372,36.647385,5.449034
2005-03-24,33.203552,8.335492,42.45602,36.037251,5.442631
2005-03-28,33.074436,8.28381,42.376846,36.157677,5.446473
2005-03-29,33.133625,8.320726,41.930691,35.788387,5.346585
2005-03-30,33.521027,8.446239,42.628708,35.997108,5.48105
2005-03-31,33.574833,8.365023,42.887775,36.237946,5.33634
2005-04-01,33.768513,8.254276,43.571384,35.973022,5.236452
2005-04-04,33.800804,8.187829,43.643341,36.197803,5.262065
2005-04-05,33.924564,8.195212,43.218784,36.502869,5.364514
2005-04-06,34.037552,8.202597,43.823246,36.735672,5.420861
2005-04-07,34.247398,8.342875,43.787258,36.715439,5.578376
2005-04-08,34.0214,8.143531,43.182804,36.577885,5.601429
2005-04-11,34.231258,7.707931,43.384274,36.537415,5.368356
2005-04-12,33.703953,7.427373,43.485035,36.836834,5.463122
2005-04-13,32.961437,7.41999,42.56395,36.173241,5.255662
2005-04-14,32.617081,7.198497,42.276115,35.34782,4.771587
2005-04-15,31.960651,7.013922,40.43396,34.846092,4.52699
2005-04-18,32.181259,6.895792,41.196728,34.692329,4.561567
2005-04-19,32.902252,6.851492,42.189766,34.91893,4.749816
2005-04-20,32.283474,6.895792,41.117565,34.320087,4.547479
2005-04-21,32.687031,7.25018,42.657505,34.870358,4.761343
2005-04-22,32.853825,7.301862,42.758247,34.878445,4.546198
2005-04-25,33.144379,7.22803,43.146828,35.372097,4.735729
2005-04-26,33.058281,7.065601,42.650299,34.894627,4.634561
2005-04-27,32.530994,6.96962,42.009857,35.388287,4.603825
2005-04-28,32.713932,6.82038,40.29723,35.291168,4.551322
2005-04-29,32.767738,6.797995,41.038403,36.391747,4.617913
2005-05-02,32.945301,6.880078,41.549316,36.221813,4.665296
2005-05-03,32.697781,7.066632,40.657028,34.595226,4.637122
2005-05-04,33.225082,7.581516,41.182323,35.703884,4.7575
2005-05-05,33.41341,7.238261,41.592503,35.517761,4.697312
2005-05-06,33.262749,7.283033,41.448593,35.153603,4.769027
2005-05-09,33.305798,7.424811,41.74361,35.088867,4.734449
2005-05-10,33.069057,7.297955,41.182323,34.570942,4.664015
2005-05-11,32.862877,7.193486,41.435474,35.161701,4.560286
2005-05-12,32.119572,6.977085,39.64901,34.368641,4.370753
2005-05-13,31.777752,6.939774,38.838978,33.947826,4.452714
2005-05-16,31.712658,7.021857,38.585838,34.384823,4.552601
2005-05-17,32.076164,6.947237,38.954689,35.857639,4.52827
2005-05-18,32.417988,7.402426,38.802803,36.051868,4.589739
2005-05-19,32.54277,7.469584,39.656254,36.189434,4.808726
2005-05-20,32.282345,7.462122,39.063179,36.254181,4.808726
2005-05-23,32.428825,7.58898,39.598396,36.310822,5.091742
2005-05-24,32.580734,7.447198,39.808136,36.181347,5.084058
2005-05-25,32.933403,7.432273,40.271023,36.092327,5.094304
2005-05-26,33.220963,7.48451,40.661583,36.650715,5.217242
2005-05-27,33.302349,7.51436,41.081062,36.990585,5.194191
2005-05-31,32.662128,7.447198,40.647129,36.844929,5.091742
2005-06-01,33.134155,7.402426,41.334209,37.022945,5.160896
2005-06-02,33.204689,7.663599,41.457176,36.747803,5.127599
2005-06-03,33.275223,7.387503,41.334209,36.157059,4.897088
2005-06-06,33.269798,7.432273,41.659702,36.480759,4.856109
2005-06-07,33.362038,7.506896,41.551189,36.294621,4.679383
2005-06-08,33.123299,7.529282,41.030441,36.448383,4.728046
2005-06-09,33.741821,7.477049,42.267223,36.731628,4.821531
2005-06-10,33.730968,7.708373,42.223827,36.424114,4.585896
2005-06-13,33.855762,7.850153,42.274452,36.650715,4.597424
2005-06-14,34.034809,8.074018,42.346771,38.050701,4.610229
2005-06-15,34.05109,8.327729,42.853065,38.261105,4.754938
2005-06-16,34.327785,8.484432,43.482285,38.269203,4.863792
2005-06-17,35.087383,8.417276,44.039196,38.293488,4.906052
2005-06-20,35.103649,8.290419,44.010262,37.848389,4.816409
2005-06-21,34.604488,8.335192,43.041092,37.95359,4.848423
2005-06-22,34.458008,7.969546,43.156837,38.414864,4.936787
2005-06-23,34.528534,7.760609,42.686699,38.018322,4.980327
2005-06-24,34.452579,7.618826,42.057472,37.799839,4.835618
2005-06-27,34.750992,7.551668,42.889221,37.95359,4.751097
2005-06-28,34.940887,7.760609,42.737328,38.447227,4.777991
2005-06-29,34.47971,7.768071,42.267223,38.261105,4.657613
2005-06-30,33.84491,7.641214,41.565655,37.969772,4.713959
2005-07-01,34.306087,7.693449,42.173199,38.576698,4.67426
2005-07-05,35.808971,7.760609,43.496758,39.256466,4.863792
2005-07-06,35.548553,7.723296,42.751804,39.321209,4.788236
2005-07-07,35.380363,7.663599,43.048332,38.277283,4.818971
2005-07-08,35.977177,7.77553,42.961552,38.406773,4.898369
2005-07-11,36.042282,7.991932,43.373798,38.115448,4.879159
2005-07-12,35.646206,8.044169,43.315945,38.406773,4.897088
2005-07-13,35.646206,7.977009,43.221928,38.584812,4.911175
2005-07-14,35.298977,8.126251,42.375721,38.495785,5.218524
2005-07-15,35.282707,8.208335,42.064713,38.406773,5.320973
2005-07-18,35.532265,8.156099,42.057472,38.592888,5.31329
2005-07-19,35.787273,8.088943,42.513123,38.690018,5.530995
2005-07-20,35.553982,8.156099,42.672241,38.722359,5.587343
2005-07-21,35.179607,7.939699,41.869431,38.398674,5.543801
2005-07-22,35.781849,7.999396,43.033875,38.20446,5.634725
2005-07-25,36.286434,7.917311,43.352108,37.913124,5.610392
2005-07-26,35.537689,8.103866,43.106205,37.727009,5.587343
2005-07-27,35.933769,8.118787,43.106205,38.503864,5.633444
2005-07-28,36.107391,8.133713,43.395493,38.948971,5.609112
2005-07-29,35.743866,8.088527,42.491436,39.086529,5.461842
2005-08-01,36.150791,8.171371,42.838581,39.135098,5.474646
2005-08-02,36.628242,8.193964,43.258095,40.300396,5.530995
2005-08-03,37.013466,8.096057,42.672241,40.923527,5.534836
2005-08-04,36.910366,8.013214,42.325077,40.106186,5.469524
2005-08-05,36.839855,7.802341,42.014084,39.159355,5.505383
2005-08-08,37.545166,7.809872,42.56374,39.499268,5.461842
2005-08-09,38.076874,7.862589,43.004944,40.009071,5.611674
2005-08-10,38.588627,7.832465,43.5355,40.179008,5.555326
2005-08-11,38.588627,7.802341,44.298668,40.753578,5.634725
2005-08-12,38.57222,7.636654,44.371338,40.57555,5.903654
2005-08-15,38.227791,7.644185,43.913441,40.931622,6.105992
2005-08-16,37.593567,7.576405,42.93227,40.705013,5.922864
2005-08-17,37.156178,7.478498,42.285408,40.705013,6.038119
2005-08-18,36.740665,7.350467,42.234509,40.640278,5.929267
2005-08-19,37.210854,7.350467,42.750557,40.672642,5.869079
2005-08-22,37.014034,7.350467,42.93227,40.761665,5.874201
2005-08-23,36.696918,7.380591,42.881386,40.656452,5.857553
2005-08-24,36.850006,7.470966,42.794174,40.300396,5.861394
2005-08-25,36.724251,7.395655,43.012211,40.567463,5.898531
2005-08-26,36.150188,7.358,42.452579,40.37323,5.857553
2005-08-29,36.275936,7.358,42.459835,40.397511,5.870358
2005-08-30,36.521973,7.342936,42.597931,40.000969,5.963843
2005-08-31,37.385807,7.508621,43.5355,40.130455,6.004824
2005-09-01,38.244183,7.327874,44.829212,40.348953,5.924145
2005-09-02,38.16217,7.425779,44.102428,40.300396,5.919022
2005-09-06,38.353535,7.501093,44.378609,40.842587,6.249422
2005-09-07,38.003624,7.629122,44.669319,41.222942,6.234054
2005-09-08,37.779457,7.470966,44.553032,41.101547,6.374923
2005-09-09,38.67609,7.455904,45.93396,41.538555,6.570858
2005-09-12,38.17857,7.470966,45.439735,41.62756,6.582384
2005-09-13,37.626366,7.395655,44.967327,41.506168,6.508109
2005-09-14,37.817722,7.501093,45.403385,41.676113,6.353152
2005-09-15,38.249645,7.425779,45.396114,41.86224,6.386448
2005-09-16,38.60503,7.478498,46.297363,42.283058,6.558052
2005-09-19,39.173641,7.312811,46.973286,41.813694,6.74118
2005-09-20,39.036964,7.350467,46.900616,41.643749,6.811614
2005-09-21,39.310322,7.275154,47.220406,41.384789,6.673306
2005-09-22,39.020554,7.320344,47.227669,41.40097,6.646415
2005-09-23,38.533955,7.37306,46.391842,41.498085,6.812894
2005-09-26,38.987751,7.501093,46.951477,41.62756,6.894854
2005-09-27,38.845596,7.41825,46.966019,41.222942,6.843628
2005-09-28,39.512592,7.493559,47.024155,41.40097,6.541403
2005-09-29,39.425133,7.425779,47.096844,42.169765,6.702761
2005-09-30,38.73624,7.425779,46.181068,42.096928,6.865399
2005-10-03,38.599556,7.448373,45.417923,42.080738,6.971691
2005-10-04,37.615433,7.365527,44.007938,41.62756,6.883329
2005-10-05,36.357948,7.094407,42.845047,41.00407,6.759109
2005-10-06,35.865879,7.019094,42.568859,40.7188,6.6208
2005-10-07,36.013508,6.951311,43.317478,41.346375,6.569576
2005-10-10,36.303272,6.725376,42.517986,40.091232,6.450479
2005-10-11,36.685986,6.559691,43.172115,38.534527,6.606715
2005-10-12,36.314209,6.544627,42.83778,38.925724,6.307049
2005-10-13,35.789333,6.770564,42.270866,38.803501,6.882048
2005-10-14,36.199387,6.484376,42.619728,39.153973,6.915344
2005-10-17,36.429031,6.522034,42.779636,39.096905,6.843628
2005-10-18,35.133259,6.378941,40.919022,38.884991,6.686112
2005-10-19,35.723728,6.378941,41.551334,39.626663,7.035722
2005-10-20,34.892696,6.341285,40.11953,39.251759,7.189397
2005-10-21,35.144188,6.213254,40.243095,39.455513,7.127927
2005-10-24,35.346478,6.476845,41.318768,39.618523,7.272637
2005-10-25,35.767475,6.499441,41.573139,39.569599,7.184274
2005-10-26,36.122856,6.416598,40.84634,39.936375,7.30337
2005-10-27,35.619839,6.13041,40.410255,39.805981,7.095912
2005-10-28,36.336075,6.115161,40.926281,40.498753,6.975533
2005-10-31,36.303272,6.343906,40.802734,41.248573,7.375085
2005-11-01,36.221264,6.267657,40.991699,40.808449,7.363561
2005-11-02,36.79533,6.305782,41.70396,40.604694,7.677311
2005-11-03,37.451416,6.389656,42.568859,40.645458,7.92063
2005-11-04,36.560234,6.321032,42.081894,40.816597,7.830984
2005-11-07,36.352474,6.359157,41.500446,40.775845,7.713169
2005-11-08,36.653423,6.298158,41.90955,40.62101,7.67091
2005-11-09,36.157349,6.122785,42.004513,40.645458,7.6978
2005-11-10,35.440823,5.962663,41.237473,41.550133,7.834828
2005-11-11,35.672325,6.077035,41.288609,41.65609,7.880932
2005-11-14,36.102242,6.046536,41.383579,41.680538,7.869405
2005-11-15,35.969959,5.977912,41.222866,41.370831,7.975696
2005-11-16,35.859722,5.833037,41.770744,41.550133,8.317623
2005-11-17,36.157349,5.947413,41.916851,41.941357,8.262553
2005-11-18,36.614838,6.404906,42.552406,42.153263,8.267678
2005-11-21,37.248699,6.343906,43.370571,42.104355,8.318904
2005-11-22,37.695145,6.359157,43.582417,42.373322,8.518679
2005-11-23,37.397507,6.427781,43.735828,42.357018,8.594235
2005-11-25,37.386482,6.343906,43.911148,42.430359,8.879815
2005-11-28,36.438457,6.374406,42.910347,42.161407,8.920793
2005-11-29,36.361298,6.50403,42.618137,42.454811,8.721017
2005-11-30,36.289623,6.199033,42.391674,42.365162,8.685158
2005-12-01,37.369957,6.176159,43.355961,42.83786,9.169233
2005-12-02,37.540829,6.214284,43.151424,42.951981,9.301138
2005-12-05,37.783337,6.14566,43.472847,42.723763,9.197408
2005-12-06,37.899094,6.183784,43.604336,42.422207,9.482981
2005-12-07,37.110893,6.252409,43.114891,41.990253,9.470178
2005-12-08,37.711681,6.229535,43.407101,41.957649,9.486828
2005-12-09,36.995148,6.237159,42.73502,42.120647,9.518843
2005-12-12,37.110893,6.244781,42.998005,42.210297,9.59312
2005-12-13,36.862862,6.199033,43.144115,42.283669,9.602085
2005-12-14,37.066807,6.221908,43.728527,42.756378,9.22174
2005-12-15,36.515621,6.229535,43.458229,42.520012,9.24351
2005-12-16,36.223503,6.328658,42.413601,42.430359,9.106483
2005-12-19,35.980991,6.275282,42.150616,42.128807,9.141061
2005-12-20,35.826645,6.138035,42.318634,41.973949,9.234546
2005-12-21,35.881752,6.115161,42.077579,43.791462,9.412549
2005-12-22,35.699883,6.061786,41.712303,43.604008,9.479141
2005-12-23,35.716408,6.023662,41.712303,43.921871,9.393343
2005-12-27,34.906181,6.016037,40.813774,43.824062,9.506035
2005-12-28,35.330585,5.977912,41.091358,43.90556,9.421515
2005-12-29,35.385708,5.955037,41.084064,43.489902,9.150025
2005-12-30,35.396736,5.886415,41.032921,43.22094,9.206375
2006-01-03,36.609322,5.970288,42.713104,43.628445,9.572629
2006-01-04,36.846321,6.107535,42.786163,43.930027,9.600802
2006-01-05,36.653423,6.366783,42.574314,44.109314,9.525245
2006-01-06,37.480186,6.496406,43.414417,44.568966,9.771125
2006-01-09,37.540829,6.572654,43.392494,44.429443,9.739107
2006-01-10,37.579388,6.687027,43.728527,44.683884,10.355087
2006-01-11,37.425068,6.809024,44.028034,44.659229,10.744396
2006-01-12,37.452621,6.526904,43.56781,44.73312,10.79434
2006-01-13,38.428219,6.519279,44.539398,44.59359,10.96082
2006-01-17,38.808525,6.336283,44.955784,44.002605,10.848126
2006-01-18,38.29594,6.260032,44.327541,43.854881,10.563828
2006-01-19,38.74239,6.267657,44.926575,43.961582,10.122014
2006-01-20,38.681767,6.023662,44.217957,43.313156,9.744233
2006-01-23,38.995934,6.343906,44.707417,43.247498,9.946567
2006-01-24,38.880177,6.404906,44.532093,43.198227,9.737827
2006-01-25,38.654202,6.572654,43.984211,42.845306,9.502194
2006-01-26,38.604584,6.688371,43.794277,43.436272,9.262717
2006-01-27,39.13924,6.672941,44.773148,43.452682,9.224299
2006-01-30,39.833721,6.696084,46.102692,43.994408,9.604645
2006-01-31,39.855766,6.61894,45.839706,44.757744,9.669956
2006-02-01,39.199867,6.680655,45.255291,44.133949,9.658429
2006-02-02,38.367588,6.456938,45.255291,43.641464,9.233264
2006-02-03,38.108532,6.372079,44.846214,43.387028,9.201248
2006-02-06,38.566013,6.256364,45.269905,43.231079,8.618566
2006-02-07,37.204594,6.240935,44.232574,43.222866,8.656986
2006-02-08,37.039246,6.348937,44.350071,43.329571,8.811942
2006-02-09,37.072315,6.449224,44.004917,44.330929,8.317623
2006-02-10,37.138454,6.379793,43.645073,44.87265,8.619848
2006-02-13,37.094364,6.325793,43.769909,44.618214,8.286888
2006-02-14,36.978607,6.402937,43.733192,46.120266,8.662108
2006-02-15,37.039246,6.464653,43.887413,45.742687,8.864445
2006-02-16,37.706173,6.472367,44.247265,46.038185,9.03733
2006-02-17,37.761288,6.518653,44.467583,45.824783,9.001471
2006-02-21,38.141598,6.472367,44.621799,46.596329,8.846516
2006-02-22,37.682034,6.402937,44.254616,47.203709,9.133376
2006-02-23,37.454205,6.30265,43.938828,47.154446,9.188443
2006-02-24,37.565338,6.24865,44.372108,47.261162,9.151307
2006-02-27,37.231915,6.23322,44.004917,47.466351,9.091116
2006-02-28,36.909611,6.148362,43.600979,46.596329,8.770962
2006-03-01,37.331951,6.132934,44.31337,46.325455,8.84908
2006-03-02,37.181915,5.909216,44.687897,45.808357,8.914392
2006-03-03,37.315266,5.839787,44.783379,45.668823,8.672354
2006-03-06,36.798485,5.93236,44.048977,45.324097,8.385495
2006-03-07,36.687332,5.901502,43.95351,45.430794,8.491786
2006-03-08,36.74292,5.824358,43.850685,44.938316,8.408547
2006-03-09,36.681786,5.978645,43.270523,44.437641,8.186997
2006-03-10,36.909611,6.048076,43.461472,44.815205,8.092231
2006-03-13,37.559792,6.063505,43.799297,44.73312,8.411107
2006-03-14,38.082146,5.963217,44.65852,45.414379,8.621128
2006-03-15,38.854553,6.05579,44.812759,45.759106,8.48154
2006-03-16,38.843456,6.117505,45.268063,45.775524,8.235663
2006-03-17,38.637848,6.024931,44.834785,45.783726,8.280485
2006-03-20,38.204395,6.117505,44.548374,46.571705,8.194681
2006-03-21,37.926552,6.210078,44.592438,45.90686,7.915507
2006-03-22,38.159943,6.28722,44.834785,45.898643,7.897579
2006-03-23,38.065472,6.23322,44.981663,45.63599,7.704202
2006-03-24,38.610065,6.240935,44.922913,45.521076,7.678593
2006-03-27,38.637848,6.217793,45.011036,45.373341,7.620966
2006-03-28,38.315529,6.271793,44.761337,44.158562,7.518515
2006-03-29,38.776768,6.372079,45.003677,44.880871,7.982099
2006-03-30,38.771206,6.294935,44.886189,44.166775,8.035887
2006-03-31,38.309986,6.140648,44.69524,44.806995,8.032043
2006-04-03,38.721207,5.994074,44.820091,45.200989,8.02308
2006-04-04,39.065735,5.924645,45.348862,46.35009,7.833548
2006-04-05,39.476952,5.839787,45.649956,47.367851,8.607041
2006-04-06,39.204659,5.901502,45.598553,46.998508,9.123134
2006-04-07,39.40472,5.862931,45.040413,46.629158,8.937442
2006-04-10,40.188248,5.801216,45.488392,46.826141,8.794013
2006-04-11,40.227142,5.531212,45.532467,46.082474,8.706932
2006-04-12,40.154903,5.616071,45.135891,46.404736,8.543012
2006-04-13,40.127129,5.670072,45.20932,46.520412,8.512275
2006-04-17,40.538345,5.654641,45.56918,45.561909,8.299693
2006-04-18,41.721989,5.762643,46.663422,46.603031,8.480261
2006-04-19,42.105412,5.862931,47.221565,47.247559,8.407266
2006-04-20,41.627518,6.132934,46.942497,47.164932,8.66083
2006-04-21,42.399937,5.646926,47.735653,47.42107,8.585269
2006-04-24,42.133183,5.36921,47.302361,46.974876,8.420072
2006-04-25,41.610844,5.384639,46.964527,46.883991,8.473857
2006-04-26,40.977333,5.592926,46.34029,47.032711,8.727422
2006-04-27,40.96067,5.554355,45.840904,47.520218,8.882376
2006-04-28,40.966232,5.437009,46.3256,47.991222,9.014277
